param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  9  7  2  7  3  8  9  8  8  4  7  8
2  9  100  8  7  9  10  7  9  7  2  7  7  7
3  7  8  100  4  4  10  8  3  5  10  9  9  8
4  2  7  4  100  5  10  9  10  6  7  2  7  9
5  7  9  4  5  100  5  8  6  10  4  6  8  3
6  3  10  10  10  5  100  2  7  10  5  3  6  9
7  8  7  8  9  8  2  100  4  8  6  5  10  8
8  9  9  3  10  6  7  4  100  10  7  8  3  7
9  8  7  5  6  10  10  8  10  100  4  2  2  6
10  8  2  10  7  4  5  6  7  4  100  9  7  6
11  4  7  9  2  6  3  5  8  2  9  100  4  10
12  7  7  9  7  8  6  10  3  2  7  4  100  5
13  8  7  8  9  3  9  8  7  6  6  10  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  3  3  100  100  10  100  100  100  100  100  100  10
2  3  100  6  5  100  100  100  100  100  8  100  100  100
3  3  6  100  8  100  3  100  100  100  100  8  100  100
4  100  5  8  100  8  100  100  100  100  100  100  10  100
5  100  100  100  8  100  6  100  100  100  100  100  10  100
6  10  100  3  100  6  100  7  100  100  100  100  100  5
7  100  100  100  100  100  7  100  3  100  100  5  100  100
8  100  100  100  100  100  100  3  100  6  100  100  100  100
9  100  100  100  100  100  100  100  6  100  7  100  100  100
10  100  8  100  100  100  100  100  100  7  100  2  7  100
11  100  100  8  100  100  100  5  100  100  2  100  6  9
12  100  100  100  10  10  100  100  100  100  7  6  100  8
13  10  100  100  100  100  5  100  100  100  100  9  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  1  0  0  0  0  0  0  0  0  0  0
2  .  .  0  1  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  1  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  1
7  .  .  .  .  .  .  .  1  0  0  1  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  1  0  0  0  0  0  0  0  0  0  0
2  .  .  0  1  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  1  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  10  11
2  1  2
3  1  3
4  3  6
5  7  8
6  2  4
7  6  13
8  7  11
9  5  6
10  8  9
11  11  12
12  6  7
;
