param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  7  7  8  7  7  5  4  6  8  5  10  2
2  7  100  9  10  7  3  6  3  3  3  4  6  3
3  7  9  100  9  7  6  3  4  9  4  9  10  6
4  8  10  9  100  9  9  5  10  2  4  2  10  6
5  7  7  7  9  100  6  8  9  10  4  3  3  6
6  7  3  6  9  6  100  7  8  4  3  4  3  9
7  5  6  3  5  8  7  100  5  6  5  5  3  7
8  4  3  4  10  9  8  5  100  3  6  10  2  6
9  6  3  9  2  10  4  6  3  100  4  2  3  2
10  8  3  4  4  4  3  5  6  4  100  7  8  8
11  5  4  9  2  3  4  5  10  2  7  100  8  10
12  10  6  10  10  3  3  3  2  3  8  8  100  8
13  2  3  6  6  6  9  7  6  2  8  10  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  9  100  100  100  8  100  4  100  2  100  6  6
2  9  100  7  100  100  100  100  100  100  100  9  100  100
3  100  7  100  2  8  100  100  2  9  100  100  100  100
4  100  100  2  100  2  6  100  100  100  100  100  100  100
5  100  100  8  2  100  7  2  100  100  100  100  100  100
6  8  100  100  6  7  100  7  100  100  100  2  100  100
7  100  100  100  100  2  7  100  3  100  100  9  7  100
8  4  100  2  100  100  100  3  100  3  100  4  100  100
9  100  100  9  100  100  100  100  3  100  5  100  10  100
10  2  100  100  100  100  100  100  100  5  100  3  7  100
11  100  9  100  100  100  2  9  4  100  3  100  7  100
12  6  100  100  100  100  100  7  100  10  7  7  100  2
13  6  100  100  100  100  100  100  100  100  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  1  0  1  0  1  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  1  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  1  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  1  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  1  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  1  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  10
2  3  4
3  3  8
4  4  5
5  5  7
6  6  11
7  12  13
8  8  9
9  10  11
10  1  8
11  1  12
12  2  3
;
