param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  3  6  2  4  2  3  9  6  5  9  7  2
2  3  100  10  7  2  6  10  9  9  10  5  3  6
3  6  10  100  2  9  9  5  6  10  3  7  5  4
4  2  7  2  100  4  2  3  2  2  8  8  9  6
5  4  2  9  4  100  8  2  9  8  3  3  9  2
6  2  6  9  2  8  100  9  7  3  7  2  4  7
7  3  10  5  3  2  9  100  7  4  7  6  5  6
8  9  9  6  2  9  7  7  100  9  7  3  9  3
9  6  9  10  2  8  3  4  9  100  9  9  2  4
10  5  10  3  8  3  7  7  7  9  100  9  3  4
11  9  5  7  8  3  2  6  3  9  9  100  8  2
12  7  3  5  9  9  4  5  9  2  3  8  100  4
13  2  6  4  6  2  7  6  3  4  4  2  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  2  100  100  100  100  100  100  100  2  100  100  8
2  2  100  3  4  100  100  6  100  100  100  100  100  7
3  100  3  100  5  7  10  100  100  100  100  100  100  100
4  100  4  5  100  10  100  3  100  100  100  6  100  100
5  100  100  7  10  100  7  100  100  100  100  100  100  5
6  100  100  10  100  7  100  8  3  10  100  100  100  100
7  100  6  100  3  100  8  100  6  100  100  6  100  100
8  100  100  100  100  100  3  6  100  7  100  100  8  100
9  100  100  100  100  100  10  100  7  100  6  100  9  100
10  2  100  100  100  100  100  100  100  6  100  2  100  100
11  100  100  100  6  100  100  6  100  100  2  100  10  100
12  100  100  100  100  100  100  100  8  9  100  10  100  7
13  8  7  100  100  5  100  100  100  100  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  1  0  0  0
2  .  .  1  1  0  0  0  0  0  0  0  0  1
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  1
6  .  .  .  .  .  .  0  1  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  1  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  1  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  1  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  1  10
3  10  11
4  2  3
5  4  7
6  6  8
7  2  4
8  5  13
9  7  8
10  9  10
11  2  13
12  12  13
;
