param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  10  9  7  3  5  4  9  6  2  6  10  8
2  10  100  4  3  6  6  7  3  10  9  5  10  7
3  9  4  100  7  8  7  8  10  5  4  6  7  4
4  7  3  7  100  6  7  4  4  9  5  4  8  7
5  3  6  8  6  100  3  6  8  3  10  3  6  2
6  5  6  7  7  3  100  2  7  4  7  4  8  10
7  4  7  8  4  6  2  100  9  6  4  10  8  10
8  9  3  10  4  8  7  9  100  7  3  3  6  10
9  6  10  5  9  3  4  6  7  100  2  9  8  3
10  2  9  4  5  10  7  4  3  2  100  9  4  3
11  6  5  6  4  3  4  10  3  9  9  100  3  8
12  10  10  7  8  6  8  8  6  8  4  3  100  6
13  8  7  4  7  2  10  10  10  3  3  8  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  5  100  100  7  100  100  100  100  100  100  100  4
2  5  100  10  100  100  10  100  100  7  100  100  100  5
3  100  10  100  4  2  100  100  100  6  100  10  2  100
4  100  100  4  100  7  5  100  100  4  100  100  100  100
5  7  100  2  7  100  5  100  2  100  100  100  100  6
6  100  10  100  5  5  100  9  100  100  100  100  100  100
7  100  100  100  100  100  9  100  9  100  100  100  6  100
8  100  100  100  100  2  100  9  100  3  100  100  100  100
9  100  7  6  4  100  100  100  3  100  9  100  100  100
10  100  100  100  100  100  100  100  100  9  100  8  4  100
11  100  100  10  100  100  100  100  100  100  8  100  7  100
12  100  100  2  100  100  100  6  100  100  4  7  100  8
13  4  5  100  100  6  100  100  100  100  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  1  0  0  0  0  0  0  1  0
4  .  .  .  .  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  1  0  0  0  0  1
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  1  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  1  0  0  0  0  0  0  1  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  5
2  3  12
3  5  8
4  8  9
5  1  13
6  3  4
7  10  12
8  1  2
9  4  6
10  5  13
11  7  12
12  11  12
;
