param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  4  7  2  2  6  5  6  8  2  9  9  4
2  4  100  3  7  3  2  6  5  5  3  6  8  4
3  7  3  100  9  3  5  3  10  6  5  2  8  7
4  2  7  9  100  3  4  7  7  5  9  6  10  6
5  2  3  3  3  100  8  5  7  7  3  9  10  2
6  6  2  5  4  8  100  5  2  2  5  7  2  8
7  5  6  3  7  5  5  100  7  7  5  4  5  2
8  6  5  10  7  7  2  7  100  3  4  2  6  2
9  8  5  6  5  7  2  7  3  100  2  3  6  8
10  2  3  5  9  3  5  5  4  2  100  10  7  8
11  9  6  2  6  9  7  4  2  3  10  100  2  6
12  9  8  8  10  10  2  5  6  6  7  2  100  2
13  4  4  7  6  2  8  2  2  8  8  6  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  7  100  6  100  100  7  2  100  100  100  4  2
2  7  100  9  100  5  100  100  9  100  100  100  6  100
3  100  9  100  9  100  100  100  100  100  100  100  8  100
4  6  100  9  100  5  100  100  8  9  100  100  100  6
5  100  5  100  5  100  4  3  100  8  100  100  9  100
6  100  100  100  100  4  100  10  100  100  6  100  100  100
7  7  100  100  100  3  10  100  5  100  100  100  100  100
8  2  9  100  8  100  100  5  100  10  100  100  100  100
9  100  100  100  9  8  100  100  10  100  5  100  100  100
10  100  100  100  100  100  6  100  100  5  100  2  100  100
11  100  100  100  100  100  100  100  100  100  2  100  3  100
12  4  6  8  100  9  100  100  100  100  100  3  100  5
13  2  100  100  6  100  100  100  100  100  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  1  0  0  0  1  1
2  .  .  0  0  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  1  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  1  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  1  0  0  0  1  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  1  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  8
2  1  13
3  10  11
4  5  7
5  11  12
6  1  12
7  5  6
8  2  5
9  4  5
10  7  8
11  9  10
12  3  12
;
