param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  8  4  6  6  8  4  6  7  9  10  3  8
2  8  100  9  10  3  4  4  6  3  3  2  5  3
3  4  9  100  8  2  9  7  4  3  9  7  4  6
4  6  10  8  100  4  2  7  6  8  3  5  3  6
5  6  3  2  4  100  5  6  4  2  3  3  7  9
6  8  4  9  2  5  100  4  8  10  5  10  8  10
7  4  4  7  7  6  4  100  3  10  5  3  4  5
8  6  6  4  6  4  8  3  100  7  4  10  10  3
9  7  3  3  8  2  10  10  7  100  5  3  7  9
10  9  3  9  3  3  5  5  4  5  100  10  7  7
11  10  2  7  5  3  10  3  10  3  10  100  8  8
12  3  5  4  3  7  8  4  10  7  7  8  100  5
13  8  3  6  6  9  10  5  3  9  7  8  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  4  100  100  100  100  7  100  6  3  2  100  5
2  4  100  3  100  2  10  100  6  100  100  100  100  100
3  100  3  100  9  100  100  3  100  100  100  100  100  6
4  100  100  9  100  10  100  9  6  100  100  100  100  100
5  100  2  100  10  100  8  100  100  100  100  100  10  100
6  100  10  100  100  8  100  9  6  100  100  5  100  100
7  7  100  3  9  100  9  100  8  100  10  100  100  100
8  100  6  100  6  100  6  8  100  9  100  100  100  100
9  6  100  100  100  100  100  100  9  100  8  6  100  8
10  3  100  100  100  100  100  10  100  8  100  8  6  100
11  2  100  100  100  100  5  100  100  6  8  100  4  9
12  100  100  100  100  10  100  100  100  100  6  4  100  8
13  5  100  6  100  100  100  100  100  8  100  9  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  1  1  1  0  1
2  .  .  1  0  1  0  0  1  0  0  0  0  0
3  .  .  .  0  0  0  1  0  0  0  0  0  0
4  .  .  .  .  0  0  0  1  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  1  1  0  0
2  .  .  1  0  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  1  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  11
2  2  5
3  1  10
4  2  3
5  3  7
6  1  2
7  11  12
8  1  13
9  6  11
10  1  9
11  2  8
12  4  8
;
