param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  5  4  3  4  9  9  7  4  7  6  4  7
2  5  100  5  9  2  5  5  7  8  7  5  3  4
3  4  5  100  9  9  5  10  10  6  9  9  4  9
4  3  9  9  100  9  6  5  4  8  3  10  7  6
5  4  2  9  9  100  9  4  3  7  9  5  2  5
6  9  5  5  6  9  100  5  2  8  3  2  6  6
7  9  5  10  5  4  5  100  4  4  7  10  6  10
8  7  7  10  4  3  2  4  100  6  3  2  4  7
9  4  8  6  8  7  8  4  6  100  3  8  5  2
10  7  7  9  3  9  3  7  3  3  100  6  7  2
11  6  5  9  10  5  2  10  2  8  6  100  7  6
12  4  3  4  7  2  6  6  4  5  7  7  100  2
13  7  4  9  6  5  6  10  7  2  2  6  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  6  100  2  8  100  100  6  100  100  9  100  6
2  6  100  3  100  9  100  100  100  8  8  100  6  4
3  100  3  100  9  100  6  100  100  100  100  3  2  100
4  2  100  9  100  8  8  100  100  100  100  3  100  100
5  8  9  100  8  100  5  100  100  100  100  100  100  10
6  100  100  6  8  5  100  5  100  100  100  100  100  100
7  100  100  100  100  100  5  100  2  100  4  100  100  100
8  6  100  100  100  100  100  2  100  9  100  100  100  3
9  100  8  100  100  100  100  100  9  100  6  6  100  9
10  100  8  100  100  100  100  4  100  6  100  4  100  100
11  9  100  3  3  100  100  100  100  6  4  100  6  100
12  100  6  2  100  100  100  100  100  100  100  6  100  9
13  6  4  100  100  10  100  100  3  9  100  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  1  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  1
3  .  .  .  0  0  0  0  0  0  0  1  1  0
4  .  .  .  .  0  0  0  0  0  0  1  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  1
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  1  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  1  1  0
4  .  .  .  .  0  0  0  0  0  0  1  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  4
2  3  12
3  7  8
4  2  3
5  3  11
6  4  11
7  8  13
8  2  13
9  7  10
10  5  6
11  6  7
12  9  10
;
