param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  7  2  6  10  5  2  3  3  9  9  8  4
2  7  100  10  9  4  4  3  7  6  5  2  8  8
3  2  10  100  9  2  6  5  10  6  8  9  10  7
4  6  9  9  100  9  3  2  9  9  9  3  3  10
5  10  4  2  9  100  4  7  6  7  4  7  5  10
6  5  4  6  3  4  100  7  6  4  3  7  9  9
7  2  3  5  2  7  7  100  8  3  8  3  3  10
8  3  7  10  9  6  6  8  100  8  3  9  6  10
9  3  6  6  9  7  4  3  8  100  6  2  4  8
10  9  5  8  9  4  3  8  3  6  100  2  9  8
11  9  2  9  3  7  7  3  9  2  2  100  6  3
12  8  8  10  3  5  9  3  6  4  9  6  100  2
13  4  8  7  10  10  9  10  10  8  8  3  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  10  2  100  100  100  100  100  9  100  100  100  8
2  10  100  10  100  100  4  100  8  100  100  7  100  2
3  2  10  100  7  100  100  100  100  4  100  100  100  5
4  100  100  7  100  8  100  100  100  100  100  100  100  100
5  100  100  100  8  100  4  100  100  100  3  100  100  100
6  100  4  100  100  4  100  9  100  100  100  100  100  100
7  100  100  100  100  100  9  100  7  100  4  2  100  4
8  100  8  100  100  100  100  7  100  4  100  100  100  100
9  9  100  4  100  100  100  100  4  100  9  100  100  100
10  100  100  100  100  3  100  4  100  9  100  8  100  100
11  100  7  100  100  100  100  2  100  100  8  100  2  100
12  100  100  100  100  100  100  100  100  100  100  2  100  5
13  8  2  5  100  100  100  4  100  100  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  1  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  1  0  0  0  0  0  0  1
3  .  .  .  1  0  0  0  0  1  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  1  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  1  1  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  1  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  1  0  0  0  0  0  0  1
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  1  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  1  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  3
2  2  13
3  7  11
4  11  12
5  5  10
6  2  6
7  3  9
8  5  6
9  7  10
10  8  9
11  3  13
12  3  4
;
