param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  3  5  3  3  10  3  7  7  6  2  3  2
2  3  100  3  6  3  8  9  3  7  7  4  4  2
3  5  3  100  10  3  10  3  9  10  8  9  10  8
4  3  6  10  100  3  7  6  2  9  8  6  6  10
5  3  3  3  3  100  7  6  9  10  7  4  3  9
6  10  8  10  7  7  100  7  10  3  7  8  3  8
7  3  9  3  6  6  7  100  8  2  7  8  2  8
8  7  3  9  2  9  10  8  100  2  5  10  9  6
9  7  7  10  9  10  3  2  2  100  7  7  8  5
10  6  7  8  8  7  7  7  5  7  100  8  4  2
11  2  4  9  6  4  8  8  10  7  8  100  7  3
12  3  4  10  6  3  3  2  9  8  4  7  100  4
13  2  2  8  10  9  8  8  6  5  2  3  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  5  8  100  4  100  100  9  100  6  2  100  8
2  5  100  2  100  100  100  100  3  100  100  100  100  100
3  8  2  100  4  100  100  100  100  100  100  100  100  4
4  100  100  4  100  8  100  100  100  100  10  100  10  100
5  4  100  100  8  100  8  100  100  4  100  5  100  8
6  100  100  100  100  8  100  7  100  100  100  10  2  100
7  100  100  100  100  100  7  100  5  100  10  2  100  100
8  9  3  100  100  100  100  5  100  3  100  100  100  100
9  100  100  100  100  4  100  100  3  100  3  100  100  100
10  6  100  100  10  100  100  10  100  3  100  9  3  100
11  2  100  100  100  5  10  2  100  100  9  100  4  100
12  100  100  100  10  100  2  100  100  100  3  4  100  9
13  8  100  4  100  8  100  100  100  100  100  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  1  0  0  0  0  0  1  0  0
2  .  .  1  0  0  0  0  1  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  1  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  1  0
7  .  .  .  .  .  .  .  0  0  0  1  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  1  0  0
2  .  .  1  0  0  0  0  1  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  1  0
7  .  .  .  .  .  .  .  0  0  0  1  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  11
2  2  3
3  6  12
4  7  11
5  2  8
6  8  9
7  9  10
8  10  12
9  1  5
10  3  4
11  3  13
12  5  9
;
