param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  2  3  6  2  6  7  8  6  5  2  10  7
2  2  100  10  3  6  4  9  8  7  7  3  10  5
3  3  10  100  8  4  3  5  5  3  2  6  10  9
4  6  3  8  100  7  5  5  9  3  8  2  8  9
5  2  6  4  7  100  9  2  6  9  5  6  6  7
6  6  4  3  5  9  100  2  5  5  2  6  7  5
7  7  9  5  5  2  2  100  4  10  6  9  2  7
8  8  8  5  9  6  5  4  100  9  10  9  2  7
9  6  7  3  3  9  5  10  9  100  4  9  2  7
10  5  7  2  8  5  2  6  10  4  100  9  6  9
11  2  3  6  2  6  6  9  9  9  9  100  9  7
12  10  10  10  8  6  7  2  2  2  6  9  100  5
13  7  5  9  9  7  5  7  7  7  9  7  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  8  100  100  100  100  100  100  100  100  100  100  8
2  8  100  9  100  100  100  100  100  100  100  100  100  6
3  100  9  100  5  8  100  8  2  100  100  100  100  100
4  100  100  5  100  10  100  100  4  100  100  100  100  100
5  100  100  8  10  100  8  100  100  8  100  6  100  100
6  100  100  100  100  8  100  5  100  100  100  100  100  100
7  100  100  8  100  100  5  100  7  100  100  9  100  100
8  100  100  2  4  100  100  7  100  9  100  100  100  100
9  100  100  100  100  8  100  100  9  100  2  100  2  100
10  100  100  100  100  100  100  100  100  2  100  6  7  100
11  100  100  100  100  6  100  9  100  100  6  100  3  100
12  100  100  100  100  100  100  100  100  2  7  3  100  6
13  8  6  100  100  100  100  100  100  100  100  100  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  1
3  .  .  .  0  1  0  0  1  0  0  0  0  0
4  .  .  .  .  0  0  0  1  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  1  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  1  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  1  0  0  0  0  0
4  .  .  .  .  0  0  0  1  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  1  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  8
2  9  10
3  9  12
4  11  12
5  4  8
6  6  7
7  2  13
8  5  11
9  12  13
10  7  8
11  1  2
12  3  5
;
