param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  2  9  5  4  9  3  8  10  2  6  10  9
2  2  100  5  9  2  7  3  2  2  5  6  7  9
3  9  5  100  6  10  9  2  3  5  3  2  5  7
4  5  9  6  100  2  3  8  10  4  4  9  2  9
5  4  2  10  2  100  10  6  2  3  7  7  6  9
6  9  7  9  3  10  100  4  6  8  10  9  10  8
7  3  3  2  8  6  4  100  5  3  6  8  7  8
8  8  2  3  10  2  6  5  100  6  2  6  9  9
9  10  2  5  4  3  8  3  6  100  4  8  3  6
10  2  5  3  4  7  10  6  2  4  100  9  7  4
11  6  6  2  9  7  9  8  6  8  9  100  8  7
12  10  7  5  2  6  10  7  9  3  7  8  100  7
13  9  9  7  9  9  8  8  9  6  4  7  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  9  100  100  2  100  100  100  100  100  100  9  7
2  9  100  10  100  3  100  100  100  100  100  100  100  4
3  100  10  100  6  100  100  100  100  100  100  7  100  100
4  100  100  6  100  5  4  5  100  100  100  100  100  2
5  2  3  100  5  100  5  4  100  100  7  100  100  100
6  100  100  100  4  5  100  8  100  100  100  6  100  100
7  100  100  100  5  4  8  100  4  100  100  100  100  100
8  100  100  100  100  100  100  4  100  7  100  100  100  100
9  100  100  100  100  100  100  100  7  100  4  100  100  8
10  100  100  100  100  7  100  100  100  4  100  9  4  100
11  100  100  7  100  100  6  100  100  100  9  100  10  100
12  9  100  100  100  100  100  100  100  100  4  10  100  2
13  7  4  100  2  100  100  100  100  8  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  1  0  0  0  0  0  0  0  0
2  .  .  0  0  1  0  0  0  0  0  0  0  1
3  .  .  .  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  1  0  0  0  0  0  0  1
5  .  .  .  .  .  0  1  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  1  0  0  0  0  0  0  0  0
2  .  .  0  0  1  0  0  0  0  0  0  0  1
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  1  0  0  0  0  0  0  1
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  5
2  4  13
3  12  13
4  2  5
5  2  13
6  4  6
7  5  7
8  7  8
9  9  10
10  10  12
11  3  4
12  6  11
;
