param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  5  10  6  7  4  10  5  6  9  2  9  4
2  5  100  3  4  9  9  4  4  3  9  9  3  6
3  10  3  100  6  7  4  4  3  4  7  6  9  3
4  6  4  6  100  10  10  9  9  10  6  3  9  4
5  7  9  7  10  100  2  4  9  6  10  2  5  4
6  4  9  4  10  2  100  5  10  4  10  9  5  7
7  10  4  4  9  4  5  100  6  7  3  10  4  3
8  5  4  3  9  9  10  6  100  5  8  4  7  10
9  6  3  4  10  6  4  7  5  100  6  5  10  10
10  9  9  7  6  10  10  3  8  6  100  2  5  4
11  2  9  6  3  2  9  10  4  5  2  100  6  2
12  9  3  9  9  5  5  4  7  10  5  6  100  7
13  4  6  3  4  4  7  3  10  10  4  2  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  6  100  100  8  100  100  2  3  2  100  7  3
2  6  100  9  100  100  100  100  7  100  100  100  4  100
3  100  9  100  8  100  100  4  100  100  8  100  100  6
4  100  100  8  100  4  100  100  100  100  100  100  100  100
5  8  100  100  4  100  6  100  6  100  100  5  100  10
6  100  100  100  100  6  100  8  9  9  4  100  100  100
7  100  100  4  100  100  8  100  6  100  100  100  100  100
8  2  7  100  100  6  9  6  100  9  100  100  100  6
9  3  100  100  100  100  9  100  9  100  10  100  100  100
10  2  100  8  100  100  4  100  100  10  100  5  100  100
11  100  100  100  100  5  100  100  100  100  5  100  4  3
12  7  4  100  100  100  100  100  100  100  100  4  100  8
13  3  100  6  100  10  100  100  6  100  100  3  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  1  1  1  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  1  0
3  .  .  .  0  0  0  1  0  0  0  0  0  1
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  1  0  0
6  .  .  .  .  .  .  0  0  0  1  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  1
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  1  1  1  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  1  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  8
2  1  10
3  1  9
4  1  13
5  11  13
6  2  12
7  3  7
8  4  5
9  6  10
10  11  12
11  5  11
12  3  13
;
