param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  10  5  3  9  5  2  7  9  8  7  4  7
2  10  100  9  10  10  6  2  9  7  9  10  6  6
3  5  9  100  7  6  4  10  7  6  6  4  7  2
4  3  10  7  100  6  4  9  2  3  3  3  7  4
5  9  10  6  6  100  10  5  5  6  9  2  4  9
6  5  6  4  4  10  100  6  5  6  3  9  3  5
7  2  2  10  9  5  6  100  10  10  3  10  6  8
8  7  9  7  2  5  5  10  100  9  9  9  4  9
9  9  7  6  3  6  6  10  9  100  8  9  4  7
10  8  9  6  3  9  3  3  9  8  100  8  2  10
11  7  10  4  3  2  9  10  9  9  8  100  2  2
12  4  6  7  7  4  3  6  4  4  2  2  100  2
13  7  6  2  4  9  5  8  9  7  10  2  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  8  100  100  9  9  6  100  100  100  100  100  6
2  8  100  7  100  7  100  100  100  7  100  100  6  6
3  100  7  100  2  100  100  6  8  100  100  3  100  100
4  100  100  2  100  8  100  100  7  100  3  100  6  100
5  9  7  100  8  100  2  100  100  5  100  100  100  100
6  9  100  100  100  2  100  7  100  4  2  100  100  100
7  6  100  6  100  100  7  100  4  100  100  100  100  100
8  100  100  8  7  100  100  4  100  3  100  2  10  100
9  100  7  100  100  5  4  100  3  100  6  6  3  100
10  100  100  100  3  100  2  100  100  6  100  6  8  100
11  100  100  3  100  100  100  100  2  6  6  100  2  100
12  100  6  100  6  100  100  100  10  3  8  2  100  10
13  6  6  100  100  100  100  100  100  100  100  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  1  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  1  0
3  .  .  .  1  0  0  0  0  0  0  1  0  0
4  .  .  .  .  0  0  0  0  0  1  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  1  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  1  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  1  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  1  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  4
2  5  6
3  6  10
4  8  11
5  11  12
6  3  11
7  4  10
8  8  9
9  7  8
10  1  7
11  1  13
12  2  12
;
