param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  6  3  8  5  10  9  6  7  4  10  6  7
2  6  100  7  6  5  6  6  3  6  3  9  10  5
3  3  7  100  9  4  3  6  6  3  3  8  5  2
4  8  6  9  100  9  4  5  3  10  7  9  7  7
5  5  5  4  9  100  2  4  8  5  2  7  5  7
6  10  6  3  4  2  100  9  8  4  9  8  10  6
7  9  6  6  5  4  9  100  10  9  6  5  10  2
8  6  3  6  3  8  8  10  100  10  8  10  2  7
9  7  6  3  10  5  4  9  10  100  8  2  10  8
10  4  3  3  7  2  9  6  8  8  100  6  6  8
11  10  9  8  9  7  8  5  10  2  6  100  9  9
12  6  10  5  7  5  10  10  2  10  6  9  100  2
13  7  5  2  7  7  6  2  7  8  8  9  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  8  100  100  10  100  100  4  100  100  100  100  6
2  8  100  2  100  9  100  100  100  100  100  100  2  100
3  100  2  100  7  7  100  100  100  100  100  100  9  100
4  100  100  7  100  2  6  100  100  100  100  100  100  100
5  10  9  7  2  100  4  6  100  100  100  100  100  100
6  100  100  100  6  4  100  5  100  100  100  100  6  100
7  100  100  100  100  6  5  100  5  100  4  100  100  100
8  4  100  100  100  100  100  5  100  10  100  100  100  100
9  100  100  100  100  100  100  100  10  100  9  5  100  100
10  100  100  100  100  100  100  4  100  9  100  8  10  3
11  100  100  100  100  100  100  100  100  5  8  100  2  4
12  100  2  9  100  100  6  100  100  100  10  2  100  6
13  6  100  100  100  100  100  100  100  100  3  4  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  1  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  1  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  1
11  .  .  .  .  .  .  .  .  .  .  .  1  1
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  1  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  1
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  3
2  2  12
3  4  5
4  11  12
5  10  13
6  1  8
7  5  6
8  7  10
9  11  13
10  6  7
11  7  8
12  9  11
;
