param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  9  3  4  7  2  10  8  10  6  10  8  8
2  9  100  2  10  9  2  4  2  10  10  5  6  4
3  3  2  100  10  7  4  10  7  4  6  3  4  3
4  4  10  10  100  7  9  3  5  5  7  8  4  5
5  7  9  7  7  100  2  2  4  3  2  8  2  9
6  2  2  4  9  2  100  6  5  6  10  3  6  3
7  10  4  10  3  2  6  100  2  6  10  4  9  7
8  8  2  7  5  4  5  2  100  4  9  6  7  8
9  10  10  4  5  3  6  6  4  100  4  9  9  4
10  6  10  6  7  2  10  10  9  4  100  10  5  9
11  10  5  3  8  8  3  4  6  9  10  100  3  9
12  8  6  4  4  2  6  9  7  9  5  3  100  3
13  8  4  3  5  9  3  7  8  4  9  9  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  7  4  100  100  100  100  100  100  9  100  100  6
2  7  100  10  100  4  100  100  100  100  100  100  100  100
3  4  10  100  5  100  100  100  100  100  100  100  100  100
4  100  100  5  100  10  100  100  100  100  100  100  100  100
5  100  4  100  10  100  7  100  100  100  7  100  100  100
6  100  100  100  100  7  100  2  100  100  100  100  100  100
7  100  100  100  100  100  2  100  3  100  100  100  100  100
8  100  100  100  100  100  100  3  100  9  100  100  100  100
9  100  100  100  100  100  100  100  9  100  7  100  100  4
10  9  100  100  100  7  100  100  100  7  100  7  100  4
11  100  100  100  100  100  100  100  100  100  7  100  4  100
12  100  100  100  100  100  100  100  100  100  100  4  100  8
13  6  100  100  100  100  100  100  100  4  4  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  1  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  1  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  1
10  .  .  .  .  .  .  .  .  .  .  1  0  1
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  1  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  1
10  .  .  .  .  .  .  .  .  .  .  0  0  1
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  6  7
2  7  8
3  1  3
4  2  5
5  9  13
6  10  13
7  11  12
8  3  4
9  1  13
10  1  2
11  5  6
12  10  11
;
