param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  10  4  2  2  2  5  4  5  8  5  3  10
2  10  100  4  9  8  10  7  7  4  6  7  9  7
3  4  4  100  3  2  9  4  5  6  3  4  3  10
4  2  9  3  100  10  6  7  5  3  5  2  9  2
5  2  8  2  10  100  7  6  3  3  6  6  8  3
6  2  10  9  6  7  100  3  7  9  7  5  6  8
7  5  7  4  7  6  3  100  5  8  4  9  5  8
8  4  7  5  5  3  7  5  100  8  10  5  5  5
9  5  4  6  3  3  9  8  8  100  3  2  3  5
10  8  6  3  5  6  7  4  10  3  100  10  6  7
11  5  7  4  2  6  5  9  5  2  10  100  8  10
12  3  9  3  9  8  6  5  5  3  6  8  100  8
13  10  7  10  2  3  8  8  5  5  7  10  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  10  100  100  100  7  100  3  100  100  100  100  6
2  10  100  3  4  4  100  100  100  5  100  100  8  100
3  100  3  100  2  100  100  9  4  100  100  100  100  100
4  100  4  2  100  3  100  100  6  2  9  100  100  100
5  100  4  100  3  100  7  100  100  100  100  3  100  100
6  7  100  100  100  7  100  5  100  100  100  100  100  7
7  100  100  9  100  100  5  100  2  100  100  100  100  5
8  3  100  4  6  100  100  2  100  3  3  3  3  100
9  100  5  100  2  100  100  100  3  100  9  100  100  100
10  100  100  100  9  100  100  100  3  9  100  10  100  100
11  100  100  100  100  3  100  100  3  100  10  100  2  100
12  100  8  100  100  100  100  100  3  100  100  2  100  3
13  6  100  100  100  100  7  5  100  100  100  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  1  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  1  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  1  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  1  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  4
2  4  9
3  7  8
4  11  12
5  1  8
6  2  3
7  4  5
8  5  11
9  8  9
10  8  10
11  12  13
12  6  7
;
