param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  10  2  6  10  7  4  4  9  6  7  3  3
2  10  100  6  6  7  9  10  9  7  3  10  10  10
3  2  6  100  5  4  9  10  5  10  8  9  3  3
4  6  6  5  100  6  3  2  7  5  9  5  10  6
5  10  7  4  6  100  7  7  2  8  4  9  8  4
6  7  9  9  3  7  100  2  9  10  3  2  8  2
7  4  10  10  2  7  2  100  7  4  3  10  8  8
8  4  9  5  7  2  9  7  100  8  8  8  6  8
9  9  7  10  5  8  10  4  8  100  7  6  3  4
10  6  3  8  9  4  3  3  8  7  100  10  6  7
11  7  10  9  5  9  2  10  8  6  10  100  10  7
12  3  10  3  10  8  8  8  6  3  6  10  100  9
13  3  10  3  6  4  2  8  8  4  7  7  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  9  100  100  100  7  3  100  100  100  100  2  5
2  9  100  5  100  100  100  100  9  100  100  2  100  100
3  100  5  100  4  100  100  100  7  100  100  100  100  100
4  100  100  4  100  9  3  100  3  10  100  100  100  100
5  100  100  100  9  100  4  8  100  100  100  100  100  100
6  7  100  100  3  4  100  9  6  100  100  100  100  100
7  3  100  100  100  8  9  100  3  100  100  100  100  100
8  100  9  7  3  100  6  3  100  4  100  100  100  100
9  100  100  100  10  100  100  100  4  100  4  100  100  4
10  100  100  100  100  100  100  100  100  4  100  6  10  100
11  100  2  100  100  100  100  100  100  100  6  100  3  100
12  2  100  100  100  100  100  100  100  100  10  3  100  3
13  5  100  100  100  100  100  100  100  4  100  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  1  0  0  0  0  1  0
2  .  .  0  0  0  0  0  0  0  0  1  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  1  0  1  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  1  0  0  0  0  1  0
2  .  .  0  0  0  0  0  0  0  0  1  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  1  0  1  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  12
2  2  11
3  1  7
4  4  6
5  4  8
6  7  8
7  11  12
8  12  13
9  3  4
10  5  6
11  8  9
12  9  10
;
