param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  2  9  3  6  2  9  7  3  6  4  10  3
2  2  100  4  7  10  4  2  4  10  2  10  3  4
3  9  4  100  6  7  4  2  8  6  6  7  10  5
4  3  7  6  100  8  9  9  5  8  9  10  9  6
5  6  10  7  8  100  8  3  10  10  5  10  2  5
6  2  4  4  9  8  100  7  8  3  7  3  7  3
7  9  2  2  9  3  7  100  5  8  5  5  7  3
8  7  4  8  5  10  8  5  100  8  7  5  10  2
9  3  10  6  8  10  3  8  8  100  3  7  5  2
10  6  2  6  9  5  7  5  7  3  100  7  4  2
11  4  10  7  10  10  3  5  5  7  7  100  9  5
12  10  3  10  9  2  7  7  10  5  4  9  100  10
13  3  4  5  6  5  3  3  2  2  2  5  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  5  100  100  100  100  100  100  100  100  100  100  8
2  5  100  3  100  100  7  100  100  100  100  100  100  100
3  100  3  100  2  100  100  100  100  100  4  100  5  100
4  100  100  2  100  7  100  7  100  100  100  100  100  100
5  100  100  100  7  100  6  6  100  100  100  100  2  100
6  100  7  100  100  6  100  9  100  100  100  100  100  100
7  100  100  100  7  6  9  100  2  100  100  8  100  2
8  100  100  100  100  100  100  2  100  9  100  100  100  100
9  100  100  100  100  100  100  100  9  100  4  100  100  100
10  100  100  4  100  100  100  100  100  4  100  2  100  10
11  100  100  100  100  100  100  8  100  100  2  100  5  100
12  100  100  5  100  2  100  100  100  100  100  5  100  4
13  8  100  100  100  100  100  2  100  100  10  100  4  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  1  0  1  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  1  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  1  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  4
2  5  12
3  7  8
4  7  13
5  10  11
6  2  3
7  3  10
8  9  10
9  12  13
10  1  2
11  3  12
12  5  6
;
