param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  8  3  3  8  10  7  4  7  7  9  10  8
2  8  100  2  10  2  6  3  5  9  9  2  10  4
3  3  2  100  2  3  2  3  5  4  3  7  3  10
4  3  10  2  100  3  5  9  10  4  2  4  5  5
5  8  2  3  3  100  5  6  10  9  6  6  3  9
6  10  6  2  5  5  100  7  5  4  7  2  6  2
7  7  3  3  9  6  7  100  6  3  8  10  2  3
8  4  5  5  10  10  5  6  100  5  8  7  5  10
9  7  9  4  4  9  4  3  5  100  10  8  5  3
10  7  9  3  2  6  7  8  8  10  100  6  10  6
11  9  2  7  4  6  2  10  7  8  6  100  5  2
12  10  10  3  5  3  6  2  5  5  10  5  100  3
13  8  4  10  5  9  2  3  10  3  6  2  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  8  2  4  100  6  100  100  100  100  6  100  8
2  8  100  5  100  100  100  6  5  3  100  100  100  100
3  2  5  100  7  100  100  100  100  100  100  100  100  4
4  4  100  7  100  9  100  100  100  100  100  5  100  100
5  100  100  100  9  100  7  100  100  10  100  100  100  100
6  6  100  100  100  7  100  10  100  100  100  100  100  100
7  100  6  100  100  100  10  100  3  100  100  100  100  100
8  100  5  100  100  100  100  3  100  9  100  100  100  100
9  100  3  100  100  10  100  100  9  100  3  100  4  100
10  100  100  100  100  100  100  100  100  3  100  10  100  7
11  6  100  100  5  100  100  100  100  100  10  100  3  100
12  100  100  100  100  100  100  100  100  4  100  3  100  2
13  8  100  4  100  100  100  100  100  100  7  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  1  1  0  1  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  1  1  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  1  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  1  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  1  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  3
2  12  13
3  2  9
4  7  8
5  9  10
6  11  12
7  1  4
8  3  13
9  9  12
10  2  3
11  2  8
12  1  6
;
