param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  6  10  10  5  2  10  5  8  9  10  3  5
2  6  100  10  4  9  10  7  8  9  9  3  4  8
3  10  10  100  7  9  10  10  9  4  10  8  9  8
4  10  4  7  100  2  9  10  4  4  6  10  4  5
5  5  9  9  2  100  9  5  7  2  6  6  3  5
6  2  10  10  9  9  100  6  6  10  4  10  2  10
7  10  7  10  10  5  6  100  4  2  10  3  9  7
8  5  8  9  4  7  6  4  100  2  5  3  7  4
9  8  9  4  4  2  10  2  2  100  8  3  4  3
10  9  9  10  6  6  4  10  5  8  100  7  7  2
11  10  3  8  10  6  10  3  3  3  7  100  6  3
12  3  4  9  4  3  2  9  7  4  7  6  100  4
13  5  8  8  5  5  10  7  4  3  2  3  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  6  100  100  100  100  5  100  100  100  100  5  10
2  6  100  4  100  2  6  100  100  100  100  6  100  6
3  100  4  100  10  100  100  100  100  100  100  100  100  10
4  100  100  10  100  3  100  7  100  100  100  10  100  100
5  100  2  100  3  100  5  100  100  100  100  6  100  4
6  100  6  100  100  5  100  3  100  100  100  100  100  100
7  5  100  100  7  100  3  100  7  100  100  100  100  100
8  100  100  100  100  100  100  7  100  7  5  100  8  100
9  100  100  100  100  100  100  100  7  100  7  100  100  100
10  100  100  100  100  100  100  100  5  7  100  2  100  3
11  100  6  100  10  6  100  100  100  100  2  100  4  100
12  5  100  100  100  100  100  100  8  100  100  4  100  2
13  10  6  10  100  4  100  100  100  100  3  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  1  0  0  0  0  1  0
2  .  .  1  0  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  1
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  1  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  1
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  1
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  5
2  10  11
3  12  13
4  4  5
5  6  7
6  10  13
7  2  3
8  5  13
9  1  7
10  1  12
11  8  10
12  8  9
;
