param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  2  5  10  6  4  10  3  4  7  8  4  10
2  2  100  2  8  7  3  3  4  8  4  9  10  4
3  5  2  100  9  10  7  3  8  2  9  6  8  6
4  10  8  9  100  4  5  6  3  6  8  4  7  8
5  6  7  10  4  100  4  7  2  8  7  2  8  9
6  4  3  7  5  4  100  10  10  3  9  10  8  9
7  10  3  3  6  7  10  100  5  8  3  4  5  7
8  3  4  8  3  2  10  5  100  10  9  4  5  3
9  4  8  2  6  8  3  8  10  100  5  4  10  3
10  7  4  9  8  7  9  3  9  5  100  5  4  3
11  8  9  6  4  2  10  4  4  4  5  100  3  4
12  4  10  8  7  8  8  5  5  10  4  3  100  2
13  10  4  6  8  9  9  7  3  3  3  4  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  2  5  100  100  100  8  100  100  100  100  100  9
2  2  100  9  100  100  100  100  100  100  100  100  100  100
3  5  9  100  9  100  100  100  100  100  4  100  100  100
4  100  100  9  100  5  100  100  100  100  8  100  7  100
5  100  100  100  5  100  7  100  100  2  100  100  100  100
6  100  100  100  100  7  100  8  2  100  100  100  100  100
7  8  100  100  100  100  8  100  9  100  100  100  100  100
8  100  100  100  100  100  2  9  100  2  100  100  100  100
9  100  100  100  100  2  100  100  2  100  7  100  100  8
10  100  100  4  8  100  100  100  100  7  100  2  100  100
11  100  100  100  100  100  100  100  100  100  2  100  8  100
12  100  100  100  7  100  100  100  100  100  100  8  100  10
13  9  100  100  100  100  100  100  100  8  100  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  1  0  0  0  1  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  1  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  1  0
5  .  .  .  .  .  0  0  0  1  0  0  0  0
6  .  .  .  .  .  .  0  1  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  1
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  1  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  1  0  0  0  0
6  .  .  .  .  .  .  0  1  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  5  9
3  6  8
4  8  9
5  10  11
6  3  10
7  1  3
8  4  5
9  4  12
10  9  10
11  1  7
12  9  13
;
