param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  3  9  6  3  10  2  3  9  7  7  4  9
2  3  100  6  7  7  7  5  10  3  10  8  2  9
3  9  6  100  3  4  10  2  4  4  4  9  2  6
4  6  7  3  100  4  3  7  10  8  5  8  8  7
5  3  7  4  4  100  5  7  8  3  2  10  3  7
6  10  7  10  3  5  100  3  7  5  4  7  7  9
7  2  5  2  7  7  3  100  6  3  6  10  4  10
8  3  10  4  10  8  7  6  100  7  4  7  9  6
9  9  3  4  8  3  5  3  7  100  10  10  2  9
10  7  10  4  5  2  4  6  4  10  100  2  10  2
11  7  8  9  8  10  7  10  7  10  2  100  7  9
12  4  2  2  8  3  7  4  9  2  10  7  100  9
13  9  9  6  7  7  9  10  6  9  2  9  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  4  100  100  100  100  8  3  100  100  100  100  7
2  4  100  4  100  9  100  100  100  6  100  100  100  100
3  100  4  100  5  100  100  100  100  100  100  4  100  3
4  100  100  5  100  2  7  100  6  5  100  10  100  8
5  100  9  100  2  100  5  8  100  100  5  100  100  100
6  100  100  100  7  5  100  7  6  100  8  100  100  100
7  8  100  100  100  8  7  100  7  100  100  100  100  100
8  3  100  100  6  100  6  7  100  6  100  100  100  100
9  100  6  100  5  100  100  100  6  100  5  9  100  4
10  100  100  100  100  5  8  100  100  5  100  6  100  100
11  100  100  4  10  100  100  100  100  9  6  100  4  7
12  100  100  100  100  100  100  100  100  100  100  4  100  9
13  7  100  3  8  100  100  100  100  4  100  7  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  1  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  1  0  1
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  1  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  1
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  1  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  1  0  1
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  4  5
2  1  8
3  3  13
4  1  2
5  2  3
6  3  11
7  9  13
8  11  12
9  3  4
10  5  6
11  5  10
12  6  7
;
