param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  7  6  6  4  7  9  6  5  3  2  3  7
2  7  100  9  8  4  2  7  2  3  7  3  9  6
3  6  9  100  6  7  10  6  7  2  7  7  10  7
4  6  8  6  100  4  5  3  9  6  4  3  8  3
5  4  4  7  4  100  8  9  8  7  9  2  2  7
6  7  2  10  5  8  100  4  7  2  10  8  9  6
7  9  7  6  3  9  4  100  9  9  2  6  4  10
8  6  2  7  9  8  7  9  100  3  6  7  8  9
9  5  3  2  6  7  2  9  3  100  7  10  5  3
10  3  7  7  4  9  10  2  6  7  100  4  6  7
11  2  3  7  3  2  8  6  7  10  4  100  9  7
12  3  9  10  8  2  9  4  8  5  6  9  100  3
13  7  6  7  3  7  6  10  9  3  7  7  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  4  4  100  100  100  100  100  7  100  100  100  6
2  4  100  9  100  100  100  4  4  100  2  9  7  100
3  4  9  100  10  100  100  100  4  100  100  100  100  2
4  100  100  10  100  9  100  100  100  7  10  7  100  5
5  100  100  100  9  100  10  100  100  100  100  100  100  100
6  100  100  100  100  10  100  7  100  100  100  100  100  100
7  100  4  100  100  100  7  100  6  100  100  100  100  100
8  100  4  4  100  100  100  6  100  5  6  100  100  100
9  7  100  100  7  100  100  100  5  100  5  3  5  7
10  100  2  100  10  100  100  100  6  5  100  9  7  100
11  100  9  100  7  100  100  100  100  3  9  100  10  100
12  100  7  100  100  100  100  100  100  5  7  10  100  7
13  6  100  2  5  100  100  100  100  7  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  1  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  1  1  0  1  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  1
4  .  .  .  .  1  0  0  0  0  0  0  0  1
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  1  1  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  1  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  1  0  0  1  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  1  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  10
2  3  13
3  9  11
4  1  2
5  1  3
6  2  7
7  2  8
8  4  13
9  8  9
10  9  12
11  6  7
12  4  5
;
