param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  3  4  5  3  2  8  8  4  6  5  5  2
2  3  100  7  4  7  6  7  3  10  6  8  8  5
3  4  7  100  6  8  6  7  7  5  6  2  5  8
4  5  4  6  100  4  8  8  4  10  10  3  8  8
5  3  7  8  4  100  4  3  9  7  7  9  6  10
6  2  6  6  8  4  100  7  10  9  4  8  5  6
7  8  7  7  8  3  7  100  8  8  2  4  9  10
8  8  3  7  4  9  10  8  100  5  10  9  4  9
9  4  10  5  10  7  9  8  5  100  5  3  8  7
10  6  6  6  10  7  4  2  10  5  100  4  5  5
11  5  8  2  3  9  8  4  9  3  4  100  6  5
12  5  8  5  8  6  5  9  4  8  5  6  100  2
13  2  5  8  8  10  6  10  9  7  5  5  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  4  6  100  2  100  100  100  6  100  3  100  4
2  4  100  5  2  100  100  100  100  7  100  6  100  100
3  6  5  100  2  100  5  100  100  10  2  5  100  8
4  100  2  2  100  5  100  100  100  100  100  100  100  100
5  2  100  100  5  100  6  100  100  100  100  100  10  100
6  100  100  5  100  6  100  6  100  100  100  100  100  100
7  100  100  100  100  100  6  100  5  100  100  6  100  4
8  100  100  100  100  100  100  5  100  4  100  100  100  2
9  6  7  10  100  100  100  100  4  100  6  6  100  5
10  100  100  2  100  100  100  100  100  6  100  10  3  4
11  3  6  5  100  100  100  6  100  6  10  100  2  100
12  100  100  100  100  10  100  100  100  100  3  2  100  5
13  4  100  8  100  100  100  4  2  5  4  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  1  0  0  0  0  0  1  0  1
2  .  .  0  1  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  1  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  1
8  .  .  .  .  .  .  .  .  1  0  0  0  1
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  1  0  0  0  0  0  0  0  0
2  .  .  0  1  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  1  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  1
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  5
2  2  4
3  3  4
4  3  10
5  8  13
6  11  12
7  1  11
8  10  12
9  1  2
10  1  13
11  7  13
12  8  9
;
