param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  2  2  4  8  6  3  7  7  2  2  10  9
2  2  100  2  6  2  8  2  3  7  7  2  10  2
3  2  2  100  4  9  4  2  8  3  3  4  8  2
4  4  6  4  100  6  8  7  8  3  2  10  5  9
5  8  2  9  6  100  8  9  8  2  2  4  3  2
6  6  8  4  8  8  100  3  10  10  8  2  9  8
7  3  2  2  7  9  3  100  10  3  7  3  2  5
8  7  3  8  8  8  10  10  100  9  7  9  3  5
9  7  7  3  3  2  10  3  9  100  9  2  6  5
10  2  7  3  2  2  8  7  7  9  100  7  5  7
11  2  2  4  10  4  2  3  9  2  7  100  7  6
12  10  10  8  5  3  9  2  3  6  5  7  100  9
13  9  2  2  9  2  8  5  5  5  7  6  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  4  100  100  100  100  100  100  100  100  100  100  2
2  4  100  2  100  100  100  100  100  5  5  100  100  100
3  100  2  100  8  100  100  6  100  100  2  100  7  100
4  100  100  8  100  8  10  100  8  100  100  100  100  100
5  100  100  100  8  100  6  100  100  100  100  100  100  100
6  100  100  100  10  6  100  10  100  100  6  100  100  100
7  100  100  6  100  100  10  100  4  3  100  100  100  100
8  100  100  100  8  100  100  4  100  9  100  100  100  5
9  100  5  100  100  100  100  3  9  100  6  9  9  100
10  100  5  2  100  100  6  100  100  6  100  6  100  100
11  100  100  100  100  100  100  100  100  9  6  100  5  5
12  100  100  7  100  100  100  100  100  9  100  5  100  7
13  2  100  100  100  100  100  100  5  100  100  5  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  1  0  0  0  0
3  .  .  .  1  0  0  0  0  0  1  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  1  0  0  0
7  .  .  .  .  .  .  .  1  1  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  1
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  1  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  1  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  13
2  2  3
3  3  10
4  7  9
5  1  2
6  7  8
7  2  9
8  11  12
9  11  13
10  5  6
11  6  10
12  3  4
;
