param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  5  2  5  4  6  7  5  8  3  5  10  10
2  5  100  5  2  5  5  2  10  5  2  7  7  6
3  2  5  100  7  2  2  6  5  9  2  9  8  8
4  5  2  7  100  10  10  2  4  5  8  4  9  8
5  4  5  2  10  100  6  8  5  9  3  3  9  2
6  6  5  2  10  6  100  9  3  4  2  6  4  4
7  7  2  6  2  8  9  100  5  9  8  6  5  9
8  5  10  5  4  5  3  5  100  6  5  6  10  10
9  8  5  9  5  9  4  9  6  100  3  8  8  6
10  3  2  2  8  3  2  8  5  3  100  8  8  4
11  5  7  9  4  3  6  6  6  8  8  100  6  8
12  10  7  8  9  9  4  5  10  8  8  6  100  7
13  10  6  8  8  2  4  9  10  6  4  8  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  5  100  100  100  100  4  100  100  100  100  100  2
2  5  100  9  100  100  100  100  100  100  100  100  100  100
3  100  9  100  10  4  100  100  100  100  100  100  10  100
4  100  100  10  100  8  100  100  100  100  3  2  100  100
5  100  100  4  8  100  6  100  100  100  100  100  100  2
6  100  100  100  100  6  100  10  100  100  100  100  100  100
7  4  100  100  100  100  10  100  4  100  4  100  100  100
8  100  100  100  100  100  100  4  100  9  100  100  3  3
9  100  100  100  100  100  100  100  9  100  8  100  100  100
10  100  100  100  3  100  100  4  100  8  100  5  100  5
11  100  100  100  2  100  100  100  100  100  5  100  8  100
12  100  100  10  100  100  100  100  3  100  100  8  100  2
13  2  100  100  100  2  100  100  3  100  5  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  1  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  1  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  1  1  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  1
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  1  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  1  1  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  1
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  1  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  13
2  4  11
3  5  13
4  12  13
5  4  10
6  8  12
7  1  7
8  3  5
9  7  10
10  1  2
11  5  6
12  9  10
;
