param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  2  8  9  8  4  2  9  3  4  5  9  4
2  2  100  3  3  8  8  9  4  8  4  5  8  6
3  8  3  100  3  4  2  3  6  3  4  4  10  3
4  9  3  3  100  6  6  10  7  6  9  7  5  2
5  8  8  4  6  100  10  8  6  8  5  4  2  5
6  4  8  2  6  10  100  4  8  3  3  4  4  5
7  2  9  3  10  8  4  100  3  3  3  3  4  7
8  9  4  6  7  6  8  3  100  2  4  4  8  10
9  3  8  3  6  8  3  3  2  100  8  5  4  5
10  4  4  4  9  5  3  3  4  8  100  7  7  2
11  5  5  4  7  4  4  3  4  5  7  100  8  10
12  9  8  10  5  2  4  4  8  4  7  8  100  2
13  4  6  3  2  5  5  7  10  5  2  10  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  5  100  100  100  100  100  100  2  100  100  100  2
2  5  100  4  9  100  8  100  9  100  100  100  100  100
3  100  4  100  10  6  100  100  100  7  100  5  100  100
4  100  9  10  100  4  100  100  100  100  100  100  2  3
5  100  100  6  4  100  8  100  100  100  100  100  100  100
6  100  8  100  100  8  100  3  100  100  100  100  100  100
7  100  100  100  100  100  3  100  6  4  100  100  100  100
8  100  9  100  100  100  100  6  100  9  100  100  100  100
9  2  100  7  100  100  100  4  9  100  9  2  100  100
10  100  100  100  100  100  100  100  100  9  100  2  100  100
11  100  100  5  100  100  100  100  100  2  2  100  5  100
12  100  100  100  2  100  100  100  100  100  100  5  100  9
13  2  100  100  3  100  100  100  100  100  100  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  1  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  1  1
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  1  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  1  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  1  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  1  1
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  1  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  9
2  1  13
3  4  12
4  9  11
5  10  11
6  4  13
7  6  7
8  2  3
9  4  5
10  7  9
11  1  2
12  7  8
;
