param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  3  7  6  3  5  9  4  4  4  3  6  4
2  3  100  3  5  3  6  4  2  3  4  4  6  8
3  7  3  100  6  5  7  3  6  6  3  8  6  8
4  6  5  6  100  7  7  7  4  4  8  3  9  7
5  3  3  5  7  100  5  4  5  9  10  6  7  3
6  5  6  7  7  5  100  9  8  5  7  10  10  8
7  9  4  3  7  4  9  100  8  7  4  10  2  9
8  4  2  6  4  5  8  8  100  10  9  9  5  2
9  4  3  6  4  9  5  7  10  100  7  5  4  9
10  4  4  3  8  10  7  4  9  7  100  10  7  2
11  3  4  8  3  6  10  10  9  5  10  100  5  10
12  6  6  6  9  7  10  2  5  4  7  5  100  10
13  4  8  8  7  3  8  9  2  9  2  10  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  7  100  100  100  100  8  6  100  100  2  100  2
2  7  100  2  100  100  100  100  100  100  2  9  7  5
3  100  2  100  3  100  100  2  100  100  100  100  100  100
4  100  100  3  100  2  100  100  10  100  100  3  3  100
5  100  100  100  2  100  6  100  100  100  100  10  5  100
6  100  100  100  100  6  100  10  100  100  2  100  100  100
7  8  100  2  100  100  10  100  10  9  100  4  100  100
8  6  100  100  10  100  100  10  100  5  100  6  10  100
9  100  100  100  100  100  100  9  5  100  6  100  100  100
10  100  2  100  100  100  2  100  100  6  100  5  100  100
11  2  9  100  3  10  100  4  6  100  5  100  8  100
12  100  7  100  3  5  100  100  10  100  100  8  100  2
13  2  5  100  100  100  100  100  100  100  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  1  0  0  1  0  1
2  .  .  1  0  0  0  0  0  0  1  0  0  0
3  .  .  .  1  0  0  1  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  1  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  1  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  1  0  1
2  .  .  1  0  0  0  0  0  0  1  0  0  0
3  .  .  .  0  0  0  1  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  11
2  1  13
3  2  3
4  2  10
5  3  7
6  4  5
7  6  10
8  12  13
9  3  4
10  4  11
11  8  9
12  1  8
;
