param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  9  6  9  9  10  8  7  10  2  7  8  9
2  9  100  5  4  9  5  6  2  6  9  10  9  7
3  6  5  100  4  9  5  5  8  10  6  2  10  4
4  9  4  4  100  8  10  3  9  5  4  2  4  6
5  9  9  9  8  100  3  8  3  2  4  8  4  8
6  10  5  5  10  3  100  5  4  10  2  2  2  7
7  8  6  5  3  8  5  100  2  10  7  6  3  4
8  7  2  8  9  3  4  2  100  3  8  5  7  5
9  10  6  10  5  2  10  10  3  100  7  9  6  4
10  2  9  6  4  4  2  7  8  7  100  8  7  6
11  7  10  2  2  8  2  6  5  9  8  100  8  6
12  8  9  10  4  4  2  3  7  6  7  8  100  8
13  9  7  4  6  8  7  4  5  4  6  6  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  9  9  100  100  100  100  100  100  100  10  9  10
2  9  100  10  100  100  100  100  100  100  10  100  100  100
3  9  10  100  7  100  100  100  100  100  100  100  7  100
4  100  100  7  100  10  100  100  100  100  6  100  100  100
5  100  100  100  10  100  4  100  100  100  100  100  100  10
6  100  100  100  100  4  100  9  100  100  100  100  5  100
7  100  100  100  100  100  9  100  10  100  6  100  100  100
8  100  100  100  100  100  100  10  100  8  100  100  100  100
9  100  100  100  100  100  100  100  8  100  4  100  100  100
10  100  10  100  6  100  100  6  100  4  100  6  100  6
11  10  100  100  100  100  100  100  100  100  6  100  3  100
12  9  100  7  100  100  5  100  100  100  100  3  100  9
13  10  100  100  100  10  100  100  100  100  6  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  1  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  1  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  1  0
7  .  .  .  .  .  .  .  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  1
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  1  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  1  0
7  .  .  .  .  .  .  .  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  11  12
2  5  6
3  9  10
4  6  12
5  4  10
6  7  10
7  10  11
8  10  13
9  3  4
10  8  9
11  1  2
12  1  3
;
