param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  8  9  3  3  6  2  9  4  10  6  10  10
2  8  100  8  3  9  2  4  2  10  8  5  2  7
3  9  8  100  4  4  5  9  9  2  4  6  2  2
4  3  3  4  100  5  2  10  7  10  5  2  5  5
5  3  9  4  5  100  5  4  10  10  6  7  3  3
6  6  2  5  2  5  100  4  4  10  10  10  10  6
7  2  4  9  10  4  4  100  10  4  5  5  10  4
8  9  2  9  7  10  4  10  100  8  4  3  10  3
9  4  10  2  10  10  10  4  8  100  6  3  9  9
10  10  8  4  5  6  10  5  4  6  100  8  9  2
11  6  5  6  2  7  10  5  3  3  8  100  3  4
12  10  2  2  5  3  10  10  10  9  9  3  100  4
13  10  7  2  5  3  6  4  3  9  2  4  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  4  100  10  7  3  100  100  100  6  100  100  6
2  4  100  3  100  100  100  100  100  100  7  100  2  100
3  100  3  100  7  6  100  100  8  5  100  100  10  100
4  10  100  7  100  3  100  100  100  100  100  100  5  100
5  7  100  6  3  100  2  100  100  100  100  100  100  100
6  3  100  100  100  2  100  9  100  100  100  100  100  100
7  100  100  100  100  100  9  100  3  100  100  100  8  100
8  100  100  8  100  100  100  3  100  6  2  7  100  100
9  100  100  5  100  100  100  100  6  100  8  100  2  4
10  6  7  100  100  100  100  100  2  8  100  10  100  5
11  100  100  100  100  100  100  100  7  100  10  100  7  5
12  100  2  10  5  100  100  8  100  2  100  7  100  8
13  6  100  100  100  100  100  100  100  4  5  5  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  1  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  1  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  1  1
10  .  .  .  .  .  .  .  .  .  .  0  0  1
11  .  .  .  .  .  .  .  .  .  .  .  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  1  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  1  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  1  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  12
2  5  6
3  8  10
4  9  12
5  1  6
6  2  3
7  4  5
8  7  8
9  1  2
10  9  13
11  10  13
12  11  13
;
