param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  5  8  7  6  5  6  4  2  7  2  8  6
2  5  100  4  2  7  5  10  4  4  7  5  7  2
3  8  4  100  2  6  7  7  3  4  8  7  5  7
4  7  2  2  100  3  3  5  10  6  3  6  5  3
5  6  7  6  3  100  3  9  9  7  9  6  7  9
6  5  5  7  3  3  100  10  9  9  3  3  4  10
7  6  10  7  5  9  10  100  7  4  8  2  3  4
8  4  4  3  10  9  9  7  100  10  8  3  10  2
9  2  4  4  6  7  9  4  10  100  7  2  7  6
10  7  7  8  3  9  3  8  8  7  100  5  8  8
11  2  5  7  6  6  3  2  3  2  5  100  6  7
12  8  7  5  5  7  4  3  10  7  8  6  100  5
13  6  2  7  3  9  10  4  2  6  8  7  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  3  100  100  100  100  8  100  100  100  100  100  8
2  3  100  3  100  3  100  100  100  100  100  100  3  100
3  100  3  100  5  100  100  6  10  9  100  100  100  100
4  100  100  5  100  9  100  100  100  100  100  100  100  100
5  100  3  100  9  100  5  100  100  100  100  100  100  100
6  100  100  100  100  5  100  10  100  3  100  10  8  100
7  8  100  6  100  100  10  100  8  3  100  3  100  100
8  100  100  10  100  100  100  8  100  7  100  100  2  100
9  100  100  9  100  100  3  3  7  100  4  100  100  100
10  100  100  100  100  100  100  100  100  4  100  2  100  100
11  100  100  100  100  100  10  3  100  100  2  100  9  100
12  100  3  100  100  100  8  100  2  100  100  9  100  2
13  8  100  100  100  100  100  100  100  100  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  1  0  0  0  0  0  0  1  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  1  0  0  0  0
7  .  .  .  .  .  .  .  0  1  0  1  0  0
8  .  .  .  .  .  .  .  .  0  0  0  1  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  1  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  1  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  8  12
2  10  11
3  12  13
4  1  2
5  2  3
6  2  5
7  2  12
8  6  9
9  7  9
10  7  11
11  3  4
12  5  6
;
