param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  3  8  7  4  10  9  9  8  10  4  3  6
2  3  100  7  10  8  10  2  7  5  4  2  7  10
3  8  7  100  5  5  8  6  10  5  4  6  8  9
4  7  10  5  100  9  7  3  6  8  9  6  9  7
5  4  8  5  9  100  7  2  8  7  9  4  2  8
6  10  10  8  7  7  100  3  4  5  8  6  7  6
7  9  2  6  3  2  3  100  8  8  3  6  10  4
8  9  7  10  6  8  4  8  100  2  8  8  10  7
9  8  5  5  8  7  5  8  2  100  8  8  7  7
10  10  4  4  9  9  8  3  8  8  100  6  5  6
11  4  2  6  6  4  6  6  8  8  6  100  7  2
12  3  7  8  9  2  7  10  10  7  5  7  100  9
13  6  10  9  7  8  6  4  7  7  6  2  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  4  3  100  100  100  100  100  100  8  100  100  4
2  4  100  3  100  100  100  100  9  100  100  100  100  3
3  3  3  100  9  100  100  5  100  100  10  100  100  100
4  100  100  9  100  3  100  100  6  6  100  100  100  4
5  100  100  100  3  100  3  100  3  100  100  100  100  7
6  100  100  100  100  3  100  3  2  100  8  100  100  100
7  100  100  5  100  100  3  100  6  7  100  100  10  100
8  100  9  100  6  3  2  6  100  3  9  100  100  100
9  100  100  100  6  100  100  7  3  100  7  9  5  100
10  8  100  10  100  100  8  100  9  7  100  10  100  10
11  100  100  100  100  100  100  100  100  9  10  100  10  100
12  100  100  100  100  100  100  10  100  5  100  10  100  8
13  4  3  100  4  7  100  100  100  100  10  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  1  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  1
3  .  .  .  0  0  0  1  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  1
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  1  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  1  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  1  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  1
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  1  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  6  8
2  1  3
3  2  3
4  2  13
5  4  5
6  5  6
7  6  7
8  8  9
9  4  13
10  3  7
11  9  12
12  9  10
;
