param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  8  6  10  8  6  7  6  5  8  5  2  4
2  8  100  6  7  3  4  7  2  4  4  8  5  7
3  6  6  100  5  7  5  4  2  8  9  5  9  5
4  10  7  5  100  10  5  2  8  3  8  10  7  6
5  8  3  7  10  100  6  6  8  8  10  10  10  3
6  6  4  5  5  6  100  7  7  4  5  7  10  5
7  7  7  4  2  6  7  100  6  3  2  10  6  3
8  6  2  2  8  8  7  6  100  6  8  7  8  6
9  5  4  8  3  8  4  3  6  100  2  10  9  10
10  8  4  9  8  10  5  2  8  2  100  10  4  4
11  5  8  5  10  10  7  10  7  10  10  100  5  2
12  2  5  9  7  10  10  6  8  9  4  5  100  10
13  4  7  5  6  3  5  3  6  10  4  2  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  8  100  100  100  100  4  100  100  10  100  100  6
2  8  100  8  5  100  100  100  100  100  100  100  100  9
3  100  8  100  6  100  6  100  10  100  100  100  100  100
4  100  5  6  100  6  100  6  100  100  100  100  100  100
5  100  100  100  6  100  2  100  100  9  8  100  100  100
6  100  100  6  100  2  100  8  100  100  3  100  100  100
7  4  100  100  6  100  8  100  4  100  100  100  100  100
8  100  100  10  100  100  100  4  100  6  100  100  100  100
9  100  100  100  100  9  100  100  6  100  2  100  100  7
10  10  100  100  100  8  3  100  100  2  100  5  4  100
11  100  100  100  100  100  100  100  100  100  5  100  5  100
12  100  100  100  100  100  100  100  100  100  4  5  100  2
13  6  9  100  100  100  100  100  100  7  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  1  0  0  0  0  0  1
2  .  .  0  1  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  1  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  1  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  1  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  1  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  1  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  5  6
2  9  10
3  12  13
4  6  10
5  1  7
6  7  8
7  10  12
8  2  4
9  10  11
10  1  13
11  3  4
12  3  6
;
