param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  8  4  3  2  5  10  9  5  2  4  9  2
2  8  100  6  5  2  10  4  4  7  5  10  4  3
3  4  6  100  6  5  8  9  2  6  6  10  3  8
4  3  5  6  100  8  7  4  7  10  5  8  4  9
5  2  2  5  8  100  9  2  5  5  5  9  7  8
6  5  10  8  7  9  100  2  8  7  3  6  6  3
7  10  4  9  4  2  2  100  7  4  10  2  8  7
8  9  4  2  7  5  8  7  100  10  10  8  7  3
9  5  7  6  10  5  7  4  10  100  3  2  9  9
10  2  5  6  5  5  3  10  10  3  100  2  5  10
11  4  10  10  8  9  6  2  8  2  2  100  8  6
12  9  4  3  4  7  6  8  7  9  5  8  100  4
13  2  3  8  9  8  3  7  3  9  10  6  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  4  100  100  100  100  100  100  100  100  4  100  8
2  4  100  6  100  100  100  100  100  100  100  100  100  2
3  100  6  100  3  100  100  100  100  100  100  100  100  100
4  100  100  3  100  6  100  100  2  100  100  100  3  100
5  100  100  100  6  100  8  100  100  5  6  4  100  100
6  100  100  100  100  8  100  6  100  100  100  100  100  100
7  100  100  100  100  100  6  100  8  100  100  100  100  100
8  100  100  100  2  100  100  8  100  9  100  100  100  100
9  100  100  100  100  5  100  100  9  100  3  100  100  100
10  100  100  100  100  6  100  100  100  3  100  5  100  4
11  4  100  100  100  4  100  100  100  100  5  100  5  100
12  100  100  100  3  100  100  100  100  100  100  5  100  9
13  8  2  100  100  100  100  100  100  100  4  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  1  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  1
3  .  .  .  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  1  0  0  0  1  0
5  .  .  .  .  .  0  0  0  1  0  1  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  1
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  1
3  .  .  .  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  1  0  0  0  1  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  13
2  4  8
3  3  4
4  4  12
5  9  10
6  1  2
7  1  11
8  5  11
9  10  13
10  5  9
11  11  12
12  2  3
;
