param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  3  5  7  5  8  4  3  5  8  3  6  8
2  3  100  2  4  4  3  6  10  3  2  3  2  2
3  5  2  100  6  8  8  3  8  8  5  9  10  3
4  7  4  6  100  3  6  3  5  2  4  7  5  4
5  5  4  8  3  100  8  10  9  4  8  4  4  5
6  8  3  8  6  8  100  7  2  9  9  10  5  4
7  4  6  3  3  10  7  100  7  5  3  5  9  9
8  3  10  8  5  9  2  7  100  4  2  2  10  7
9  5  3  8  2  4  9  5  4  100  4  9  9  8
10  8  2  5  4  8  9  3  2  4  100  2  10  8
11  3  3  9  7  4  10  5  2  9  2  100  8  2
12  6  2  10  5  4  5  9  10  9  10  8  100  5
13  8  2  3  4  5  4  9  7  8  8  2  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  4  100  100  100  100  100  100  100  100  100  100  2
2  4  100  7  4  100  7  5  7  100  5  100  100  5
3  100  7  100  5  100  100  100  100  2  100  6  100  100
4  100  4  5  100  5  100  100  100  100  5  100  100  100
5  100  100  100  5  100  7  100  100  100  100  100  100  100
6  100  7  100  100  7  100  2  100  100  100  100  100  100
7  100  5  100  100  100  2  100  7  100  100  6  100  100
8  100  7  100  100  100  100  7  100  3  100  100  100  100
9  100  100  2  100  100  100  100  3  100  4  100  100  3
10  100  5  100  5  100  100  100  100  4  100  6  100  100
11  100  100  6  100  100  100  6  100  100  6  100  5  100
12  100  100  100  100  100  100  100  100  100  100  5  100  2
13  2  5  100  100  100  100  100  100  3  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  1  0  0  1  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  1  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  1
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  1  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  1
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  13
2  3  9
3  6  7
4  12  13
5  8  9
6  9  13
7  1  2
8  2  4
9  9  10
10  2  7
11  4  5
12  11  12
;
