param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  9  8  10  10  4  5  10  9  10  6  2  9
2  9  100  7  3  7  8  2  5  4  6  8  3  7
3  8  7  100  10  7  8  2  3  3  3  5  5  5
4  10  3  10  100  5  7  10  9  2  4  3  5  8
5  10  7  7  5  100  6  5  8  8  3  10  5  4
6  4  8  8  7  6  100  6  3  8  8  8  4  8
7  5  2  2  10  5  6  100  5  10  7  7  4  8
8  10  5  3  9  8  3  5  100  4  10  3  4  3
9  9  4  3  2  8  8  10  4  100  5  2  10  4
10  10  6  3  4  3  8  7  10  5  100  10  4  6
11  6  8  5  3  10  8  7  3  2  10  100  7  5
12  2  3  5  5  5  4  4  4  10  4  7  100  6
13  9  7  5  8  4  8  8  3  4  6  5  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  5  100  100  100  10  100  100  100  100  100  100  2
2  5  100  10  100  100  100  100  100  100  100  100  100  7
3  100  10  100  6  2  8  100  100  100  100  100  100  3
4  100  100  6  100  10  100  100  100  100  100  100  100  100
5  100  100  2  10  100  9  2  100  100  100  100  100  100
6  10  100  8  100  9  100  7  4  100  8  100  100  3
7  100  100  100  100  2  7  100  5  100  100  100  100  4
8  100  100  100  100  100  4  5  100  9  3  100  9  100
9  100  100  100  100  100  100  100  9  100  5  100  100  100
10  100  100  100  100  100  8  100  3  5  100  4  2  100
11  100  100  100  100  100  100  100  100  100  4  100  5  100
12  100  100  100  100  100  100  100  9  100  2  5  100  2
13  2  7  3  100  100  3  4  100  100  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  1  0  0  0  0  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  1  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  1
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  1  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  1  0  0  0  0  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  1  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  13
2  3  5
3  5  7
4  10  12
5  12  13
6  3  13
7  6  13
8  8  10
9  10  11
10  1  2
11  9  10
12  3  4
;
