param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  7  7  5  5  9  5  7  2  8  10  2  9
2  7  100  7  4  5  6  2  5  10  3  9  2  9
3  7  7  100  8  5  6  9  4  5  5  2  7  7
4  5  4  8  100  6  5  2  5  6  6  9  5  9
5  5  5  5  6  100  9  5  2  7  6  6  7  10
6  9  6  6  5  9  100  10  5  10  3  2  2  4
7  5  2  9  2  5  10  100  9  5  5  3  6  3
8  7  5  4  5  2  5  9  100  3  10  3  6  7
9  2  10  5  6  7  10  5  3  100  5  10  5  5
10  8  3  5  6  6  3  5  10  5  100  5  10  6
11  10  9  2  9  6  2  3  3  10  5  100  5  4
12  2  2  7  5  7  2  6  6  5  10  5  100  6
13  9  9  7  9  10  4  3  7  5  6  4  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  3  100  10  100  100  100  100  3  100  100  100  10
2  3  100  10  100  100  6  100  100  100  100  100  100  7
3  100  10  100  3  5  10  100  100  100  100  100  100  100
4  10  100  3  100  4  100  100  9  100  100  100  100  100
5  100  100  5  4  100  6  100  100  100  100  3  100  100
6  100  6  10  100  6  100  8  100  100  100  100  10  100
7  100  100  100  100  100  8  100  5  4  100  100  100  100
8  100  100  100  9  100  100  5  100  7  100  9  10  100
9  3  100  100  100  100  100  4  7  100  4  100  100  100
10  100  100  100  100  100  100  100  100  4  100  2  100  100
11  100  100  100  100  3  100  100  9  100  2  100  5  6
12  100  100  100  100  100  10  100  10  100  100  5  100  2
13  10  7  100  100  100  100  100  100  100  100  6  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  1  0  0  0  0
2  .  .  0  0  0  1  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  1  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  1  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  1  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  1  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  10  11
2  12  13
3  1  2
4  1  9
5  3  4
6  5  11
7  4  5
8  7  9
9  9  10
10  7  8
11  11  12
12  2  6
;
