param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  8  5  9  5  5  7  7  4  2  2  4  6
2  8  100  4  6  2  9  6  10  10  9  5  7  3
3  5  4  100  2  2  2  3  4  5  5  6  3  3
4  9  6  2  100  10  4  3  6  6  5  7  4  6
5  5  2  2  10  100  2  4  8  7  4  4  3  7
6  5  9  2  4  2  100  5  6  5  4  9  3  4
7  7  6  3  3  4  5  100  7  4  9  4  7  4
8  7  10  4  6  8  6  7  100  5  5  8  7  6
9  4  10  5  6  7  5  4  5  100  5  5  4  2
10  2  9  5  5  4  4  9  5  5  100  9  8  9
11  2  5  6  7  4  9  4  8  5  9  100  8  8
12  4  7  3  4  3  3  7  7  4  8  8  100  8
13  6  3  3  6  7  4  4  6  2  9  8  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  6  3  100  100  100  100  100  100  9  100  100  6
2  6  100  10  100  100  100  100  100  7  100  100  100  100
3  3  10  100  7  100  100  100  8  100  100  10  100  100
4  100  100  7  100  8  100  100  100  100  100  100  100  100
5  100  100  100  8  100  10  8  100  100  100  100  100  100
6  100  100  100  100  10  100  2  100  100  100  100  100  3
7  100  100  100  100  8  2  100  7  100  100  100  5  100
8  100  100  8  100  100  100  7  100  4  100  100  10  100
9  100  7  100  100  100  100  100  4  100  9  100  7  6
10  9  100  100  100  100  100  100  100  9  100  2  100  100
11  100  100  10  100  100  100  100  100  100  2  100  5  100
12  100  100  100  100  100  100  5  10  7  100  5  100  2
13  6  100  100  100  100  3  100  100  6  100  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  1  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  1
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  1
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  1  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  1
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  6  7
2  10  11
3  12  13
4  1  3
5  6  13
6  8  9
7  11  12
8  1  2
9  1  13
10  9  13
11  3  4
12  4  5
;
