param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  8  3  6  7  5  6  9  7  9  10  4  9
2  8  100  7  6  6  10  7  10  10  8  8  4  3
3  3  7  100  7  10  4  5  6  7  7  4  5  2
4  6  6  7  100  10  8  6  3  3  10  3  7  8
5  7  6  10  10  100  9  7  6  7  10  8  7  4
6  5  10  4  8  9  100  10  10  10  9  8  7  6
7  6  7  5  6  7  10  100  5  5  8  7  2  4
8  9  10  6  3  6  10  5  100  7  3  9  7  5
9  7  10  7  3  7  10  5  7  100  8  5  2  6
10  9  8  7  10  10  9  8  3  8  100  3  8  2
11  10  8  4  3  8  8  7  9  5  3  100  3  8
12  4  4  5  7  7  7  2  7  2  8  3  100  10
13  9  3  2  8  4  6  4  5  6  2  8  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  4  100  100  9  100  100  100  100  100  100  100  5
2  4  100  7  100  100  100  100  3  7  100  100  100  3
3  100  7  100  2  100  100  100  4  100  100  100  100  100
4  100  100  2  100  10  100  100  2  2  100  100  100  100
5  9  100  100  10  100  5  100  10  3  100  100  100  100
6  100  100  100  100  5  100  10  5  100  100  100  100  100
7  100  100  100  100  100  10  100  10  100  100  100  100  100
8  100  3  4  2  10  5  10  100  5  5  100  4  100
9  100  7  100  2  3  100  100  5  100  8  100  100  3
10  100  100  100  100  100  100  100  5  8  100  8  100  100
11  100  100  100  100  100  100  100  100  100  8  100  5  100
12  100  100  100  100  100  100  100  4  100  100  5  100  3
13  5  3  100  100  100  100  100  100  3  100  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  1  0  0  0  0  1
3  .  .  .  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  1  1  0  0  0  0
5  .  .  .  .  .  1  0  0  1  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  1  0  0  0  0  1
3  .  .  .  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  1  1  0  0  0  0
5  .  .  .  .  .  0  0  0  1  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  4
2  4  8
3  4  9
4  2  8
5  2  13
6  5  9
7  12  13
8  1  2
9  5  6
10  8  10
11  11  12
12  6  7
;
