param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  2  3  8  10  10  6  4  2  5  2  9  3
2  2  100  2  2  7  7  9  3  9  4  2  8  4
3  3  2  100  9  7  6  7  4  9  6  8  9  10
4  8  2  9  100  2  3  2  10  6  7  5  3  8
5  10  7  7  2  100  8  5  2  9  9  6  2  7
6  10  7  6  3  8  100  2  9  7  5  7  3  10
7  6  9  7  2  5  2  100  9  2  7  9  4  10
8  4  3  4  10  2  9  9  100  2  7  9  3  4
9  2  9  9  6  9  7  2  2  100  10  8  5  6
10  5  4  6  7  9  5  7  7  10  100  8  6  5
11  2  2  8  5  6  7  9  9  8  8  100  6  9
12  9  8  9  3  2  3  4  3  5  6  6  100  5
13  3  4  10  8  7  10  10  4  6  5  9  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  6  100  6  100  100  100  100  6  100  100  5  7
2  6  100  5  100  8  100  100  100  100  100  100  100  100
3  100  5  100  9  7  5  100  100  100  100  2  100  100
4  6  100  9  100  8  100  100  100  100  100  100  100  100
5  100  8  7  8  100  3  100  100  100  100  100  100  100
6  100  100  5  100  3  100  4  5  3  100  100  6  2
7  100  100  100  100  100  4  100  10  100  4  100  100  5
8  100  100  100  100  100  5  10  100  2  100  100  100  100
9  6  100  100  100  100  3  100  2  100  4  7  100  6
10  100  100  100  100  100  100  4  100  4  100  9  100  8
11  100  100  2  100  100  100  100  100  7  9  100  9  100
12  5  100  100  100  100  6  100  100  100  100  9  100  2
13  7  100  100  100  100  2  5  100  6  8  100  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  0  0  0  0  0  1  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  1  0  0  0  0  1  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  1  0  0  0  1
7  .  .  .  .  .  .  .  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  1  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  1  0  0  0  1
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  11
2  6  13
3  8  9
4  12  13
5  5  6
6  6  9
7  6  7
8  7  10
9  1  12
10  2  3
11  3  6
12  1  2
;
