param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  3  5  4  4  10  6  6  4  7  2  8  5
2  3  100  10  5  6  7  3  3  3  5  8  3  3
3  5  10  100  9  10  6  4  9  10  9  9  7  3
4  4  5  9  100  7  3  8  3  6  8  6  7  7
5  4  6  10  7  100  7  8  4  7  10  7  6  5
6  10  7  6  3  7  100  2  2  10  3  6  9  8
7  6  3  4  8  8  2  100  7  7  9  4  8  8
8  6  3  9  3  4  2  7  100  7  10  10  8  8
9  4  3  10  6  7  10  7  7  100  4  8  10  3
10  7  5  9  8  10  3  9  10  4  100  6  10  9
11  2  8  9  6  7  6  4  10  8  6  100  7  2
12  8  3  7  7  6  9  8  8  10  10  7  100  4
13  5  3  3  7  5  8  8  8  3  9  2  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  100  4  100  100  10  100  5  100  100  100  100  100  3
2  4  100  6  100  100  100  100  100  100  5  100  3  100
3  100  6  100  10  8  100  100  100  100  100  9  100  100
4  100  100  10  100  5  100  100  3  100  100  100  100  100
5  10  100  8  5  100  8  100  100  100  100  100  100  10
6  100  100  100  100  8  100  7  100  100  100  100  100  8
7  5  100  100  100  100  7  100  9  100  100  100  100  100
8  100  100  100  3  100  100  9  100  10  100  100  100  100
9  100  100  100  100  100  100  100  10  100  6  100  100  100
10  100  5  100  100  100  100  100  100  6  100  5  100  100
11  100  100  9  100  100  100  100  100  100  5  100  9  100
12  100  3  100  100  100  100  100  100  100  100  9  100  7
13  3  100  100  100  10  8  100  100  100  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  1  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  1  0  1  0
3  .  .  .  0  1  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  1  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13 :=
1  .  1  0  0  0  0  1  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  1  0  1  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  1  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  13
2  2  12
3  4  8
4  1  2
5  1  7
6  2  10
7  4  5
8  10  11
9  2  3
10  9  10
11  6  7
12  3  5
;
