param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  9  2  9  3  4  3  3  7  8  8  7  4  4  5
2  9  100  5  2  10  4  5  2  2  7  9  4  10  6  8
3  2  5  100  4  8  5  2  6  9  6  9  8  8  5  4
4  9  2  4  100  2  3  6  9  3  2  10  10  4  2  8
5  3  10  8  2  100  3  4  5  3  5  8  8  2  7  9
6  4  4  5  3  3  100  7  4  10  5  7  9  10  6  8
7  3  5  2  6  4  7  100  9  3  3  2  3  4  4  3
8  3  2  6  9  5  4  9  100  5  8  4  8  8  6  6
9  7  2  9  3  3  10  3  5  100  4  7  3  10  2  7
10  8  7  6  2  5  5  3  8  4  100  7  7  4  2  8
11  8  9  9  10  8  7  2  4  7  7  100  3  2  10  2
12  7  4  8  10  8  9  3  8  3  7  3  100  6  3  8
13  4  10  8  4  2  10  4  8  10  4  2  6  100  7  9
14  4  6  5  2  7  6  4  6  2  2  10  3  7  100  10
15  5  8  4  8  9  8  3  6  7  8  2  8  9  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  9  10  100  3  8  100  100  100  100  100  6  100  100  8
2  9  100  2  100  3  100  100  100  10  100  100  4  100  100  6
3  10  2  100  2  100  4  2  100  2  100  100  100  100  100  4
4  100  100  2  100  10  100  100  100  100  100  100  7  6  100  100
5  3  3  100  10  100  3  100  100  100  6  100  100  100  2  100
6  8  100  4  100  3  100  6  8  100  100  3  100  100  100  7
7  100  100  2  100  100  6  100  9  100  100  100  3  100  100  100
8  100  100  100  100  100  8  9  100  8  3  100  100  100  5  100
9  100  10  2  100  100  100  100  8  100  7  100  100  100  100  100
10  100  100  100  100  6  100  100  3  7  100  8  100  100  100  100
11  100  100  100  100  100  3  100  100  100  8  100  9  100  100  100
12  6  4  100  7  100  100  3  100  100  100  9  100  10  100  100
13  100  100  100  6  100  100  100  100  100  100  100  10  100  2  100
14  100  100  100  100  2  100  100  5  100  100  100  100  2  100  6
15  8  6  4  100  100  7  100  100  100  100  100  100  100  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  1  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  1  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  1  0  1  0  0  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  1  0
6  .  .  .  .  .  .  0  0  0  0  1  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  0  1  0  0  0  1  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  1  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  1  0  1  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  1  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  3
2  3  4
3  3  7
4  3  9
5  5  14
6  13  14
7  1  5
8  2  5
9  5  6
10  6  11
11  7  12
12  8  10
13  3  15
14  8  14
;
