param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  6  8  4  6  2  6  5  5  6  9  10  4  8  7
2  6  100  9  8  5  5  6  9  9  8  10  4  2  4  9
3  8  9  100  3  3  8  5  2  4  9  9  7  6  2  9
4  4  8  3  100  2  8  8  2  2  5  3  8  10  6  2
5  6  5  3  2  100  10  6  3  8  3  9  8  2  6  6
6  2  5  8  8  10  100  8  10  9  2  6  8  4  5  10
7  6  6  5  8  6  8  100  2  7  3  5  7  3  4  8
8  5  9  2  2  3  10  2  100  3  3  5  9  4  3  2
9  5  9  4  2  8  9  7  3  100  4  7  5  4  8  2
10  6  8  9  5  3  2  3  3  4  100  7  9  3  9  4
11  9  10  9  3  9  6  5  5  7  7  100  3  3  6  8
12  10  4  7  8  8  8  7  9  5  9  3  100  8  2  2
13  4  2  6  10  2  4  3  4  4  3  3  8  100  4  5
14  8  4  2  6  6  5  4  3  8  9  6  2  4  100  9
15  7  9  9  2  6  10  8  2  2  4  8  2  5  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  7  100  100  100  100  100  100  100  6  10  4  100  100  4
2  7  100  7  100  100  100  100  100  100  100  100  100  8  100  5
3  100  7  100  7  100  4  100  100  2  100  100  8  4  100  3
4  100  100  7  100  8  5  7  100  100  100  5  6  3  100  100
5  100  100  100  8  100  9  100  100  7  4  100  100  100  100  100
6  100  100  4  5  9  100  10  100  100  7  100  7  100  100  100
7  100  100  100  7  100  10  100  9  100  100  100  100  9  100  100
8  100  100  100  100  100  100  9  100  5  100  5  100  100  100  100
9  100  100  2  100  7  100  100  5  100  10  2  8  100  100  100
10  6  100  100  100  4  7  100  100  10  100  9  100  6  10  100
11  10  100  100  5  100  100  100  5  2  9  100  5  100  100  100
12  4  100  8  6  100  7  100  100  8  100  5  100  10  100  9
13  100  8  4  3  100  100  9  100  100  6  100  10  100  3  100
14  100  100  100  100  100  100  100  100  100  10  100  100  3  100  9
15  4  5  3  100  100  100  100  100  100  100  100  9  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  1  0  1  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  1
3  .  .  .  0  0  1  0  0  1  0  0  0  1  0  1
4  .  .  .  .  0  0  1  0  0  0  0  0  1  0  0
5  .  .  .  .  .  0  0  0  0  1  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  1  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  1  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  1  0  0  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  0  0  1  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  1  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  9
2  9  11
3  3  15
4  4  13
5  13  14
6  1  12
7  1  15
8  3  6
9  3  13
10  5  10
11  2  15
12  8  9
13  1  10
14  4  7
;
