param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  6  2  6  6  7  3  4  5  3  9  10  10  8  6
2  6  100  8  8  6  6  6  10  9  2  5  3  8  9  6
3  2  8  100  4  7  9  2  10  3  4  2  2  8  10  10
4  6  8  4  100  3  9  5  2  3  10  7  6  5  9  2
5  6  6  7  3  100  10  4  3  8  7  4  9  4  7  9
6  7  6  9  9  10  100  5  5  3  8  4  2  3  5  4
7  3  6  2  5  4  5  100  9  9  7  3  9  6  2  2
8  4  10  10  2  3  5  9  100  7  3  6  4  8  6  2
9  5  9  3  3  8  3  9  7  100  8  8  10  6  5  8
10  3  2  4  10  7  8  7  3  8  100  3  8  4  9  4
11  9  5  2  7  4  4  3  6  8  3  100  3  5  3  8
12  10  3  2  6  9  2  9  4  10  8  3  100  2  5  6
13  10  8  8  5  4  3  6  8  6  4  5  2  100  10  8
14  8  9  10  9  7  5  2  6  5  9  3  5  10  100  6
15  6  6  10  2  9  4  2  2  8  4  8  6  8  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  5  100  100  100  100  8  100  100  100  100  100  100  100  4
2  5  100  7  9  10  100  100  100  100  100  100  100  100  10  8
3  100  7  100  2  100  100  100  100  100  10  100  100  100  100  100
4  100  9  2  100  7  100  100  100  100  100  100  100  100  8  100
5  100  10  100  7  100  5  100  100  100  100  100  8  100  100  100
6  100  100  100  100  5  100  8  100  100  100  100  100  100  100  100
7  8  100  100  100  100  8  100  9  2  100  100  100  100  100  100
8  100  100  100  100  100  100  9  100  3  100  100  100  10  100  100
9  100  100  100  100  100  100  2  3  100  9  100  100  100  100  100
10  100  100  10  100  100  100  100  100  9  100  5  100  100  100  100
11  100  100  100  100  100  100  100  100  100  5  100  7  100  100  100
12  100  100  100  100  8  100  100  100  100  100  7  100  4  100  100
13  100  100  100  100  100  100  100  10  100  100  100  4  100  2  10
14  100  10  100  8  100  100  100  100  100  100  100  100  2  100  7
15  4  8  100  100  100  100  100  100  100  100  100  100  10  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  1  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  1  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  1  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  3  4
2  7  9
3  13  14
4  8  9
5  1  15
6  12  13
7  1  2
8  5  6
9  10  11
10  2  3
11  4  5
12  11  12
13  14  15
14  1  7
;
