param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  9  6  5  9  10  10  6  5  7  3  8  3  7  8
2  9  100  3  10  2  2  4  5  9  5  7  10  8  2  4
3  6  3  100  5  3  4  8  6  10  8  9  6  3  2  2
4  5  10  5  100  10  4  7  6  10  7  9  3  2  2  10
5  9  2  3  10  100  4  7  5  5  2  4  5  9  4  4
6  10  2  4  4  4  100  8  2  7  4  9  3  6  6  5
7  10  4  8  7  7  8  100  4  10  6  9  3  10  5  6
8  6  5  6  6  5  2  4  100  6  2  9  10  9  6  7
9  5  9  10  10  5  7  10  6  100  6  4  6  5  4  10
10  7  5  8  7  2  4  6  2  6  100  4  8  4  9  7
11  3  7  9  9  4  9  9  9  4  4  100  10  9  7  4
12  8  10  6  3  5  3  3  10  6  8  10  100  9  8  10
13  3  8  3  2  9  6  10  9  5  4  9  9  100  8  8
14  7  2  2  2  4  6  5  6  4  9  7  8  8  100  8
15  8  4  2  10  4  5  6  7  10  7  4  10  8  8  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  7  100  100  100  100  100  100  100  4  100  100  100  100  9
2  7  100  6  100  100  100  100  100  100  6  100  100  100  100  8
3  100  6  100  4  100  10  100  100  100  100  100  100  100  100  100
4  100  100  4  100  10  100  100  9  100  3  100  100  100  100  100
5  100  100  100  10  100  8  100  100  100  6  3  100  100  100  100
6  100  100  10  100  8  100  2  100  5  100  100  100  100  100  4
7  100  100  100  100  100  2  100  7  100  100  100  100  100  100  2
8  100  100  100  9  100  100  7  100  7  100  100  7  100  100  100
9  100  100  100  100  100  5  100  7  100  8  9  8  100  7  6
10  4  6  100  3  6  100  100  100  8  100  5  100  100  100  8
11  100  100  100  100  3  100  100  100  9  5  100  4  100  100  100
12  100  100  100  100  100  100  100  7  8  100  4  100  3  100  100
13  100  100  100  100  100  100  100  100  100  100  100  3  100  7  100
14  100  100  100  100  100  100  100  100  7  100  100  100  7  100  3
15  9  8  100  100  100  4  2  100  6  8  100  100  100  3  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  1  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  1  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  1  0  0  0  0
6  .  .  .  .  .  .  1  0  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  1  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  1  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  1  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  1
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  6  7
2  7  15
3  4  10
4  5  11
5  12  13
6  14  15
7  1  10
8  3  4
9  11  12
10  6  9
11  10  11
12  2  3
13  7  8
14  8  12
;
