param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  10  10  10  8  4  9  4  8  10  8  5  5  3  9
2  10  100  2  10  6  8  6  2  9  10  10  10  7  2  9
3  10  2  100  3  3  3  7  9  5  7  2  10  3  7  5
4  10  10  3  100  4  9  5  7  2  4  2  2  6  8  3
5  8  6  3  4  100  2  5  4  9  5  5  9  5  3  8
6  4  8  3  9  2  100  2  9  2  5  4  10  3  4  5
7  9  6  7  5  5  2  100  5  3  6  8  4  10  2  8
8  4  2  9  7  4  9  5  100  10  6  5  10  7  7  5
9  8  9  5  2  9  2  3  10  100  10  9  7  4  10  7
10  10  10  7  4  5  5  6  6  10  100  8  8  8  7  2
11  8  10  2  2  5  4  8  5  9  8  100  8  7  6  2
12  5  10  10  2  9  10  4  10  7  8  8  100  9  5  9
13  5  7  3  6  5  3  10  7  4  8  7  9  100  2  10
14  3  2  7  8  3  4  2  7  10  7  6  5  2  100  10
15  9  9  5  3  8  5  8  5  7  2  2  9  10  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  6  100  100  100  100  100  100  100  100  2  100  3  100  3
2  6  100  6  9  10  100  100  100  100  100  100  100  100  100  100
3  100  6  100  5  100  100  100  3  100  100  100  100  100  4  8
4  100  9  5  100  10  100  100  2  100  100  100  100  100  100  8
5  100  10  100  10  100  3  100  100  100  100  100  100  10  100  100
6  100  100  100  100  3  100  5  9  100  8  100  100  100  100  100
7  100  100  100  100  100  5  100  2  100  100  100  100  100  100  100
8  100  100  3  2  100  9  2  100  5  100  5  3  100  100  100
9  100  100  100  100  100  100  100  5  100  4  100  100  100  100  100
10  100  100  100  100  100  8  100  100  4  100  6  100  100  100  100
11  2  100  100  100  100  100  100  5  100  6  100  2  100  3  8
12  100  100  100  100  100  100  100  3  100  100  2  100  2  100  100
13  3  100  100  100  10  100  100  100  100  100  100  2  100  7  100
14  100  100  4  100  100  100  100  100  100  100  3  100  7  100  4
15  3  100  8  8  100  100  100  100  100  100  8  100  100  4  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  0  0  0  1  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  1  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  1  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  1  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  1  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  11
2  4  8
3  7  8
4  11  12
5  12  13
6  1  15
7  3  8
8  5  6
9  8  12
10  11  14
11  9  10
12  6  7
13  8  9
14  1  2
;
