param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  9  5  4  8  5  10  9  5  8  2  6  8  5  8
2  9  100  6  6  3  10  3  7  4  5  3  8  2  2  5
3  5  6  100  6  6  5  5  6  6  8  5  4  7  8  10
4  4  6  6  100  4  7  8  8  8  10  5  7  8  7  3
5  8  3  6  4  100  5  9  3  9  9  10  2  9  3  2
6  5  10  5  7  5  100  10  9  4  9  8  9  4  6  8
7  10  3  5  8  9  10  100  10  10  2  3  9  9  8  3
8  9  7  6  8  3  9  10  100  2  3  6  10  5  10  6
9  5  4  6  8  9  4  10  2  100  5  3  4  7  3  2
10  8  5  8  10  9  9  2  3  5  100  9  4  10  10  2
11  2  3  5  5  10  8  3  6  3  9  100  10  6  6  10
12  6  8  4  7  2  9  9  10  4  4  10  100  2  2  7
13  8  2  7  8  9  4  9  5  7  10  6  2  100  7  2
14  5  2  8  7  3  6  8  10  3  10  6  2  7  100  10
15  8  5  10  3  2  8  3  6  2  2  10  7  2  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  3  100  100  100  7  100  7  4  100  100  3  100  100  9
2  3  100  3  100  7  9  100  9  100  100  100  100  100  100  100
3  100  3  100  4  100  100  100  100  5  100  100  100  100  100  100
4  100  100  4  100  5  100  10  100  100  100  100  100  100  100  100
5  100  7  100  5  100  5  100  100  100  6  100  100  100  100  100
6  7  9  100  100  5  100  2  100  100  100  100  100  100  100  100
7  100  100  100  10  100  2  100  6  100  100  100  6  100  5  100
8  7  9  100  100  100  100  6  100  9  100  100  100  100  100  100
9  4  100  5  100  100  100  100  9  100  9  100  9  100  7  100
10  100  100  100  100  6  100  100  100  9  100  7  7  3  100  100
11  100  100  100  100  100  100  100  100  100  7  100  7  100  100  7
12  3  100  100  100  100  100  6  100  9  7  7  100  2  100  100
13  100  100  100  100  100  100  100  100  100  3  100  2  100  5  100
14  100  100  100  100  100  100  5  100  7  100  100  100  5  100  9
15  9  100  100  100  100  100  100  100  100  100  7  100  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  0  1  0  0  1  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  1  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  0  1  0  0  1  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  6  7
2  12  13
3  1  2
4  1  12
5  2  3
6  10  13
7  1  9
8  3  4
9  4  5
10  5  6
11  7  14
12  7  8
13  10  11
14  11  15
;
