param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  8  6  6  9  3  5  3  2  10  3  3  9  7  5
2  8  100  6  5  2  8  6  5  8  8  4  9  6  5  10
3  6  6  100  9  10  9  2  2  10  2  5  8  9  4  5
4  6  5  9  100  10  8  10  10  2  8  2  9  8  2  6
5  9  2  10  10  100  8  9  5  10  2  10  7  10  8  4
6  3  8  9  8  8  100  3  10  4  3  6  4  10  3  6
7  5  6  2  10  9  3  100  6  3  8  4  3  10  10  7
8  3  5  2  10  5  10  6  100  7  4  6  6  8  3  3
9  2  8  10  2  10  4  3  7  100  3  6  7  10  5  6
10  10  8  2  8  2  3  8  4  3  100  2  10  2  6  4
11  3  4  5  2  10  6  4  6  6  2  100  9  10  9  2
12  3  9  8  9  7  4  3  6  7  10  9  100  10  7  3
13  9  6  9  8  10  10  10  8  10  2  10  10  100  2  7
14  7  5  4  2  8  3  10  3  5  6  9  7  2  100  9
15  5  10  5  6  4  6  7  3  6  4  2  3  7  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  3  100  100  10  100  3  100  100  100  9  100  100  100  7
2  3  100  2  100  100  100  100  100  100  100  100  100  100  100  9
3  100  2  100  10  100  100  100  100  100  100  8  100  100  100  100
4  100  100  10  100  6  100  100  10  100  100  100  10  100  100  100
5  10  100  100  6  100  5  100  7  4  100  10  100  100  100  100
6  100  100  100  100  5  100  3  7  7  100  100  100  100  4  100
7  3  100  100  100  100  3  100  4  100  6  4  100  100  100  100
8  100  100  100  10  7  7  4  100  2  100  9  100  100  100  100
9  100  100  100  100  4  7  100  2  100  7  100  100  9  100  100
10  100  100  100  100  100  100  6  100  7  100  9  100  100  100  100
11  9  100  8  100  10  100  4  9  100  9  100  7  100  7  100
12  100  100  100  10  100  100  100  100  100  100  7  100  5  100  100
13  100  100  100  100  100  100  100  100  9  100  100  5  100  3  100
14  100  100  100  100  100  4  100  100  100  100  7  100  3  100  5
15  7  9  100  100  100  100  100  100  100  100  100  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  1  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  1  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  1  0
7  .  .  .  .  .  .  .  1  0  1  1  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  1  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  1  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  3
2  8  9
3  1  2
4  1  7
5  6  7
6  13  14
7  5  9
8  6  14
9  7  8
10  7  11
11  12  13
12  14  15
13  4  5
14  7  10
;
