param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  6  5  9  8  7  2  10  3  9  9  3  10  5  5
2  6  100  5  10  5  6  2  8  2  9  6  8  10  7  5
3  5  5  100  4  8  9  4  7  2  4  5  7  4  2  3
4  9  10  4  100  9  10  2  6  7  2  3  10  2  10  3
5  8  5  8  9  100  2  9  8  5  9  5  4  4  8  8
6  7  6  9  10  2  100  6  8  9  3  8  5  5  2  5
7  2  2  4  2  9  6  100  5  4  4  10  8  2  2  4
8  10  8  7  6  8  8  5  100  9  5  7  9  4  8  7
9  3  2  2  7  5  9  4  9  100  2  2  9  5  7  6
10  9  9  4  2  9  3  4  5  2  100  7  8  3  8  4
11  9  6  5  3  5  8  10  7  2  7  100  9  7  9  9
12  3  8  7  10  4  5  8  9  9  8  9  100  7  3  3
13  10  10  4  2  4  5  2  4  5  3  7  7  100  9  10
14  5  7  2  10  8  2  2  8  7  8  9  3  9  100  10
15  5  5  3  3  8  5  4  7  6  4  9  3  10  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  7  100  100  100  100  100  100  100  100  100  100  100  100  8
2  7  100  2  100  100  100  100  100  100  100  100  2  10  4  100
3  100  2  100  10  100  100  9  100  8  100  100  100  100  2  100
4  100  100  10  100  10  5  100  100  100  5  100  100  100  100  100
5  100  100  100  10  100  7  100  100  100  7  5  100  100  100  100
6  100  100  100  5  7  100  8  100  100  100  100  100  100  100  100
7  100  100  9  100  100  8  100  6  100  100  100  100  100  6  9
8  100  100  100  100  100  100  6  100  7  100  100  100  100  100  100
9  100  100  8  100  100  100  100  7  100  8  100  100  3  100  100
10  100  100  100  5  7  100  100  100  8  100  3  100  100  8  8
11  100  100  100  100  5  100  100  100  100  3  100  4  100  100  100
12  100  2  100  100  100  100  100  100  100  100  4  100  2  6  100
13  100  10  100  100  100  100  100  100  3  100  100  2  100  8  100
14  100  4  2  100  100  100  6  100  100  8  100  6  8  100  5
15  8  100  100  100  100  100  9  100  100  8  100  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  1  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  1  0
4  .  .  .  .  0  1  0  0  0  1  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  1  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  1  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  1  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  0  0  1  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  1  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  1  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  3
2  2  12
3  3  14
4  12  13
5  9  13
6  10  11
7  11  12
8  4  6
9  4  10
10  5  11
11  14  15
12  7  8
13  7  14
14  1  2
;
