param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  5  6  6  6  2  5  3  10  3  3  7  4  10  3
2  5  100  9  10  9  8  10  5  10  8  3  4  8  6  4
3  6  9  100  5  7  2  10  7  2  5  4  10  7  7  9
4  6  10  5  100  8  9  5  3  5  6  5  9  10  10  10
5  6  9  7  8  100  3  2  2  10  6  5  10  5  6  9
6  2  8  2  9  3  100  7  5  7  6  8  7  7  8  8
7  5  10  10  5  2  7  100  9  4  8  6  3  8  8  2
8  3  5  7  3  2  5  9  100  9  5  5  10  5  3  10
9  10  10  2  5  10  7  4  9  100  5  7  6  9  5  6
10  3  8  5  6  6  6  8  5  5  100  10  2  9  2  10
11  3  3  4  5  5  8  6  5  7  10  100  2  2  3  2
12  7  4  10  9  10  7  3  10  6  2  2  100  9  3  5
13  4  8  7  10  5  7  8  5  9  9  2  9  100  9  10
14  10  6  7  10  6  8  8  3  5  2  3  3  9  100  4
15  3  4  9  10  9  8  2  10  6  10  2  5  10  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  6  100  100  7  100  100  5  100  100  100  100  100  100  9
2  6  100  4  100  100  4  5  100  10  100  100  100  100  100  100
3  100  4  100  9  100  100  100  3  100  100  100  100  9  7  100
4  100  100  9  100  5  2  100  100  100  100  8  100  100  100  100
5  7  100  100  5  100  8  100  8  3  9  100  6  100  9  100
6  100  4  100  2  8  100  3  5  100  100  100  100  100  100  100
7  100  5  100  100  100  3  100  4  100  100  100  100  100  100  100
8  5  100  3  100  8  5  4  100  6  100  9  100  100  9  100
9  100  10  100  100  3  100  100  6  100  4  100  100  100  100  100
10  100  100  100  100  9  100  100  100  4  100  9  100  5  100  100
11  100  100  100  8  100  100  100  9  100  9  100  5  100  100  100
12  100  100  100  100  6  100  100  100  100  100  5  100  9  100  100
13  100  100  9  100  100  100  100  100  100  5  100  9  100  2  5
14  100  100  7  100  9  100  100  9  100  100  100  100  2  100  6
15  9  100  100  100  100  100  100  100  100  100  100  100  5  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  0  0  0
2  .  .  1  0  0  1  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  1  0  0  0  0  0  0  0
4  .  .  .  .  1  1  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  1  0  0  1  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  1
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  1  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  1  0  0  0  0  0  0  0
4  .  .  .  .  0  1  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  1  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  4  6
2  13  14
3  3  8
4  5  9
5  6  7
6  2  3
7  2  6
8  9  10
9  1  8
10  4  5
11  10  13
12  11  12
13  13  15
14  5  12
;
