param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  6  7  10  2  6  6  10  8  3  8  5  7  2  9
2  6  100  9  8  6  9  3  6  7  2  8  9  6  3  3
3  7  9  100  7  2  8  2  7  2  4  8  8  9  8  9
4  10  8  7  100  3  2  3  5  8  10  3  8  2  10  10
5  2  6  2  3  100  2  4  3  4  10  8  6  8  8  10
6  6  9  8  2  2  100  8  6  3  7  6  7  10  7  8
7  6  3  2  3  4  8  100  6  5  5  3  2  7  4  10
8  10  6  7  5  3  6  6  100  3  10  6  9  9  5  8
9  8  7  2  8  4  3  5  3  100  9  6  6  6  6  8
10  3  2  4  10  10  7  5  10  9  100  7  8  5  4  10
11  8  8  8  3  8  6  3  6  6  7  100  4  4  3  9
12  5  9  8  8  6  7  2  9  6  8  4  100  7  6  6
13  7  6  9  2  8  10  7  9  6  5  4  7  100  4  5
14  2  3  8  10  8  7  4  5  6  4  3  6  4  100  9
15  9  3  9  10  10  8  10  8  8  10  9  6  5  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  7  100  100  4  100  100  100  100  100  100  100  100  100  9
2  7  100  2  100  100  100  100  3  100  100  100  100  100  3  100
3  100  2  100  8  9  100  6  5  9  100  100  100  100  100  3
4  100  100  8  100  10  100  4  100  100  100  100  100  100  100  100
5  4  100  9  10  100  10  100  2  100  5  100  100  100  100  100
6  100  100  100  100  10  100  3  100  100  100  100  100  100  100  100
7  100  100  6  4  100  3  100  7  100  100  100  100  100  100  100
8  100  3  5  100  2  100  7  100  10  100  100  100  100  100  100
9  100  100  9  100  100  100  100  10  100  10  100  100  100  7  100
10  100  100  100  100  5  100  100  100  10  100  6  100  100  100  9
11  100  100  100  100  100  100  100  100  100  6  100  10  5  100  5
12  100  100  100  100  100  100  100  100  100  100  10  100  2  100  100
13  100  100  100  100  100  100  100  100  100  100  5  2  100  5  5
14  100  3  100  100  100  100  100  100  7  100  100  100  5  100  7
15  9  100  3  100  100  100  100  100  100  9  5  100  5  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  1  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  1  0  0  0  0  0  1  0
3  .  .  .  0  0  0  1  0  0  0  0  0  0  0  1
4  .  .  .  .  0  0  1  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  1  0  1  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  1  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  1  0  1
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  1  0  0  0  0  0  1  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  1
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  1  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  3
2  5  8
3  12  13
4  2  8
5  2  14
6  3  15
7  6  7
8  1  5
9  4  7
10  5  10
11  11  13
12  11  15
13  3  7
14  9  14
;
