param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  3  10  4  10  3  6  4  5  6  3  2  2  8  8
2  3  100  2  10  10  6  2  2  9  5  3  9  10  10  7
3  10  2  100  5  6  2  7  3  5  5  9  4  9  2  7
4  4  10  5  100  8  6  7  2  2  5  5  6  7  2  4
5  10  10  6  8  100  9  6  2  8  6  4  5  4  9  3
6  3  6  2  6  9  100  10  9  8  2  6  5  6  10  8
7  6  2  7  7  6  10  100  9  4  5  8  2  9  3  6
8  4  2  3  2  2  9  9  100  2  6  8  2  8  10  5
9  5  9  5  2  8  8  4  2  100  3  10  9  3  7  4
10  6  5  5  5  6  2  5  6  3  100  7  4  7  7  4
11  3  3  9  5  4  6  8  8  10  7  100  4  5  6  9
12  2  9  4  6  5  5  2  2  9  4  4  100  6  7  7
13  2  10  9  7  4  6  9  8  3  7  5  6  100  6  6
14  8  10  2  2  9  10  3  10  7  7  6  7  6  100  3
15  8  7  7  4  3  8  6  5  4  4  9  7  6  3  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  9  100  100  2  8  100  100  7  100  100  100  100  100  3
2  9  100  2  100  100  6  100  10  100  100  100  100  10  100  100
3  100  2  100  7  100  100  8  9  10  100  100  100  100  100  8
4  100  100  7  100  9  100  100  100  100  100  100  100  100  100  3
5  2  100  100  9  100  7  7  100  100  100  100  9  8  100  100
6  8  6  100  100  7  100  5  100  100  100  100  100  6  100  100
7  100  100  8  100  7  5  100  10  100  100  100  100  100  100  100
8  100  10  9  100  100  100  10  100  8  100  100  100  100  4  100
9  7  100  10  100  100  100  100  8  100  8  4  6  100  100  7
10  100  100  100  100  100  100  100  100  8  100  5  100  100  100  100
11  100  100  100  100  100  100  100  100  4  5  100  10  2  100  100
12  100  100  100  100  9  100  100  100  6  100  10  100  8  10  100
13  100  10  100  100  8  6  100  100  100  100  2  8  100  2  100
14  100  100  100  100  100  100  100  4  100  100  100  10  2  100  9
15  3  100  8  3  100  100  100  100  7  100  100  100  100  9  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  1  0  0  0  1  0  0  0  0  0  1
2  .  .  1  0  0  1  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  1
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  1  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  1  0
9  .  .  .  .  .  .  .  .  .  0  1  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  1  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  1
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  1  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  1  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  5
2  2  3
3  11  13
4  13  14
5  1  15
6  4  15
7  8  14
8  9  11
9  6  7
10  10  11
11  2  6
12  6  13
13  9  12
14  1  9
;
