param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  9  3  6  9  10  3  6  5  9  6  7  6  2  6
2  9  100  8  9  2  3  3  10  4  10  6  3  9  8  5
3  3  8  100  5  2  9  4  10  7  3  10  8  7  4  4
4  6  9  5  100  9  4  3  7  10  10  9  4  8  9  10
5  9  2  2  9  100  5  3  2  5  6  9  4  4  6  8
6  10  3  9  4  5  100  4  9  5  9  2  4  5  2  4
7  3  3  4  3  3  4  100  6  9  5  6  4  6  10  8
8  6  10  10  7  2  9  6  100  8  2  3  8  4  9  8
9  5  4  7  10  5  5  9  8  100  7  7  8  9  5  7
10  9  10  3  10  6  9  5  2  7  100  5  9  10  7  3
11  6  6  10  9  9  2  6  3  7  5  100  2  6  10  2
12  7  3  8  4  4  4  4  8  8  9  2  100  2  5  9
13  6  9  7  8  4  5  6  4  9  10  6  2  100  2  4
14  2  8  4  9  6  2  10  9  5  7  10  5  2  100  9
15  6  5  4  10  8  4  8  8  7  3  2  9  4  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  7  100  9  100  100  100  8  100  100  100  4  100  100  2
2  7  100  8  100  100  100  100  7  100  5  100  100  100  100  5
3  100  8  100  3  100  100  5  100  100  100  100  100  3  100  100
4  9  100  3  100  2  100  100  100  100  100  100  100  100  100  100
5  100  100  100  2  100  9  6  100  6  100  10  100  100  100  100
6  100  100  100  100  9  100  4  100  5  100  100  100  100  100  4
7  100  100  5  100  6  4  100  8  100  100  100  2  100  10  100
8  8  7  100  100  100  100  8  100  4  7  3  100  100  100  100
9  100  100  100  100  6  5  100  4  100  8  100  100  100  8  100
10  100  5  100  100  100  100  100  7  8  100  3  100  100  100  100
11  100  100  100  100  10  100  100  3  100  3  100  3  7  2  100
12  4  100  100  100  100  100  2  100  100  100  3  100  7  100  100
13  100  100  3  100  100  100  100  100  100  100  7  7  100  7  100
14  100  100  100  100  100  100  10  100  8  100  2  100  7  100  8
15  2  5  100  100  100  4  100  100  100  100  100  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  1  0  0  1
2  .  .  0  0  0  0  0  0  0  1  0  0  0  0  0
3  .  .  .  1  0  0  1  0  0  0  0  0  1  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  1  0  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  1  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  1  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  15
2  4  5
3  7  12
4  11  14
5  3  4
6  3  13
7  8  11
8  10  11
9  11  12
10  1  12
11  6  7
12  8  9
13  2  10
14  3  7
;
