param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  3  2  8  5  6  3  2  7  8  5  8  6  7  10
2  3  100  9  5  10  6  7  5  6  3  6  3  3  6  7
3  2  9  100  4  8  8  2  5  2  2  5  6  10  6  6
4  8  5  4  100  10  5  9  2  5  10  2  10  8  2  9
5  5  10  8  10  100  10  2  3  6  2  6  6  9  10  2
6  6  6  8  5  10  100  7  8  4  4  8  4  3  8  10
7  3  7  2  9  2  7  100  5  2  5  7  2  4  9  2
8  2  5  5  2  3  8  5  100  9  3  2  10  5  10  9
9  7  6  2  5  6  4  2  9  100  9  3  8  4  8  8
10  8  3  2  10  2  4  5  3  9  100  4  10  6  4  6
11  5  6  5  2  6  8  7  2  3  4  100  2  2  8  9
12  8  3  6  10  6  4  2  10  8  10  2  100  5  7  7
13  6  3  10  8  9  3  4  5  4  6  2  5  100  3  2
14  7  6  6  2  10  8  9  10  8  4  8  7  3  100  2
15  10  7  6  9  2  10  2  9  8  6  9  7  2  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  9  100  100  10  100  100  2  8  100  100  100  5  9  6
2  9  100  7  100  10  100  100  7  100  100  100  5  6  100  7
3  100  7  100  10  100  100  100  100  100  7  100  100  9  100  9
4  100  100  10  100  4  100  100  9  100  100  100  100  100  100  100
5  10  10  100  4  100  4  100  100  100  9  100  100  100  6  100
6  100  100  100  100  4  100  9  100  7  100  100  3  100  100  100
7  100  100  100  100  100  9  100  3  6  100  100  100  7  100  100
8  2  7  100  9  100  100  3  100  6  100  100  100  100  100  100
9  8  100  100  100  100  7  6  6  100  3  100  100  100  100  100
10  100  100  7  100  9  100  100  100  3  100  5  100  7  100  100
11  100  100  100  100  100  100  100  100  100  5  100  5  100  100  100
12  100  5  100  100  100  3  100  100  100  100  5  100  8  100  100
13  5  6  9  100  100  100  7  100  100  7  100  8  100  10  100
14  9  100  100  100  6  100  100  100  100  100  100  100  10  100  10
15  6  7  9  100  100  100  100  100  100  100  100  100  100  10  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  1  0  1
2  .  .  1  0  0  0  0  0  0  0  0  1  1  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  1  0
6  .  .  .  .  .  .  0  0  0  0  0  1  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  1  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  1  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  8
2  6  12
3  7  8
4  9  10
5  4  5
6  5  6
7  1  13
8  2  12
9  10  11
10  11  12
11  1  15
12  2  13
13  5  14
14  2  3
;
