param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  9  6  5  4  10  7  2  3  6  8  10  9  5  10
2  9  100  2  10  5  2  7  5  5  10  9  2  7  9  8
3  6  2  100  5  4  3  4  3  8  3  4  9  4  8  8
4  5  10  5  100  7  3  9  4  4  8  6  5  8  9  9
5  4  5  4  7  100  10  8  6  2  2  10  3  8  3  3
6  10  2  3  3  10  100  7  5  10  7  7  10  8  8  9
7  7  7  4  9  8  7  100  6  4  7  8  3  9  10  10
8  2  5  3  4  6  5  6  100  8  9  10  7  5  2  9
9  3  5  8  4  2  10  4  8  100  10  4  9  8  9  10
10  6  10  3  8  2  7  7  9  10  100  8  2  5  6  4
11  8  9  4  6  10  7  8  10  4  8  100  4  6  8  4
12  10  2  9  5  3  10  3  7  9  2  4  100  3  7  8
13  9  7  4  8  8  8  9  5  8  5  6  3  100  7  6
14  5  9  8  9  3  8  10  2  9  6  8  7  7  100  6
15  10  8  8  9  3  9  10  9  10  4  4  8  6  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  8  4  100  100  8  100  100  100  100  100  2  100  8  2
2  8  100  7  100  100  100  100  9  100  4  7  100  100  100  100
3  4  7  100  9  100  100  100  100  100  100  7  100  100  100  100
4  100  100  9  100  4  100  7  2  100  4  100  100  100  100  4
5  100  100  100  4  100  2  100  100  8  3  100  100  100  100  100
6  8  100  100  100  2  100  2  100  100  8  100  100  100  100  100
7  100  100  100  7  100  2  100  7  100  100  8  100  100  100  100
8  100  9  100  2  100  100  7  100  2  100  100  100  100  100  100
9  100  100  100  100  8  100  100  2  100  2  100  100  100  100  5
10  100  4  100  4  3  8  100  100  2  100  10  100  4  100  100
11  100  7  7  100  100  100  8  100  100  10  100  2  100  3  3
12  2  100  100  100  100  100  100  100  100  100  2  100  9  100  100
13  100  100  100  100  100  100  100  100  100  4  100  9  100  8  100
14  8  100  100  100  100  100  100  100  100  100  3  100  8  100  6
15  2  100  100  4  100  100  100  100  5  100  3  100  100  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  1  0  0  0  0  0  0  0  0  1  0  0  1
2  .  .  0  0  0  0  0  0  0  1  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  1  0  0  0  0  0  0  1
5  .  .  .  .  .  1  0  0  0  1  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  1  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  12
2  1  15
3  4  8
4  5  6
5  6  7
6  8  9
7  9  10
8  11  12
9  5  10
10  11  14
11  1  3
12  2  10
13  4  15
14  10  13
;
