param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  2  9  4  6  2  4  3  5  3  8  8  4  5  8
2  2  100  2  2  9  9  8  5  7  3  4  9  5  9  7
3  9  2  100  3  9  9  3  9  3  2  3  2  3  4  3
4  4  2  3  100  8  5  9  6  3  5  6  6  4  9  8
5  6  9  9  8  100  10  10  5  5  6  9  7  9  5  2
6  2  9  9  5  10  100  6  4  2  7  7  3  3  9  4
7  4  8  3  9  10  6  100  7  6  10  10  7  6  6  4
8  3  5  9  6  5  4  7  100  4  9  5  6  4  9  8
9  5  7  3  3  5  2  6  4  100  3  9  8  2  9  7
10  3  3  2  5  6  7  10  9  3  100  3  3  7  8  2
11  8  4  3  6  9  7  10  5  9  3  100  2  8  3  10
12  8  9  2  6  7  3  7  6  8  3  2  100  10  2  7
13  4  5  3  4  9  3  6  4  2  7  8  10  100  6  4
14  5  9  4  9  5  9  6  9  9  8  3  2  6  100  5
15  8  7  3  8  2  4  4  8  7  2  10  7  4  5  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  7  100  100  100  100  3  100  100  2  100  100  100  100  7
2  7  100  4  100  100  100  100  100  3  100  100  100  100  100  100
3  100  4  100  8  100  8  3  100  7  100  100  100  100  10  100
4  100  100  8  100  4  100  100  4  7  100  100  100  100  100  100
5  100  100  100  4  100  6  100  100  100  100  100  100  9  100  100
6  100  100  8  100  6  100  5  100  100  3  100  100  100  100  100
7  3  100  3  100  100  5  100  4  100  100  100  100  100  100  100
8  100  100  100  4  100  100  4  100  9  100  100  100  100  100  2
9  100  3  7  7  100  100  100  9  100  2  100  2  100  100  100
10  2  100  100  100  100  3  100  100  2  100  6  4  100  9  100
11  100  100  100  100  100  100  100  100  100  6  100  2  100  100  100
12  100  100  100  100  100  100  100  100  2  4  2  100  6  100  100
13  100  100  100  100  9  100  100  100  100  100  100  6  100  8  100
14  100  100  10  100  100  100  100  100  100  9  100  100  8  100  5
15  7  100  100  100  100  100  100  2  100  100  100  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  1  0  0  1  0  0  0  0  0
2  .  .  0  0  0  0  0  0  1  0  0  0  0  0  0
3  .  .  .  0  0  0  1  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  1  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  1  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  1
9  .  .  .  .  .  .  .  .  .  1  0  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  1  0  0  1  0  0  0  0  0
2  .  .  0  0  0  0  0  0  1  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  1
9  .  .  .  .  .  .  .  .  .  1  0  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  10
2  8  15
3  9  10
4  9  12
5  11  12
6  1  7
7  2  9
8  3  7
9  6  10
10  4  5
11  4  8
12  7  8
13  14  15
14  12  13
;
