param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  2  4  8  9  7  2  8  6  4  2  10  6  10  7
2  2  100  7  6  8  3  2  5  5  2  2  3  2  7  5
3  4  7  100  5  5  3  10  9  5  3  6  6  9  8  6
4  8  6  5  100  4  5  3  6  7  10  10  3  7  6  5
5  9  8  5  4  100  8  3  3  7  9  5  6  9  5  7
6  7  3  3  5  8  100  4  7  9  6  10  7  2  6  3
7  2  2  10  3  3  4  100  10  5  7  9  6  8  9  2
8  8  5  9  6  3  7  10  100  7  6  2  5  10  4  4
9  6  5  5  7  7  9  5  7  100  9  9  3  3  5  9
10  4  2  3  10  9  6  7  6  9  100  8  7  3  6  2
11  2  2  6  10  5  10  9  2  9  8  100  2  7  5  6
12  10  3  6  3  6  7  6  5  3  7  2  100  7  2  7
13  6  2  9  7  9  2  8  10  3  3  7  7  100  2  9
14  10  7  8  6  5  6  9  4  5  6  5  2  2  100  6
15  7  5  6  5  7  3  2  4  9  2  6  7  9  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  8  100  100  100  100  100  6  100  100  100  100  5  100  9
2  8  100  9  100  100  100  5  100  100  10  100  100  100  100  2
3  100  9  100  2  100  100  100  5  100  100  100  9  100  100  100
4  100  100  2  100  9  100  10  100  100  10  100  100  100  100  6
5  100  100  100  9  100  5  100  100  100  5  100  100  100  100  100
6  100  100  100  100  5  100  10  100  3  100  100  100  7  100  7
7  100  5  100  10  100  10  100  4  100  100  100  100  100  100  100
8  6  100  5  100  100  100  4  100  10  100  100  8  100  2  100
9  100  100  100  100  100  3  100  10  100  2  100  5  100  100  100
10  100  10  100  10  5  100  100  100  2  100  10  100  7  5  100
11  100  100  100  100  100  100  100  100  100  10  100  9  100  100  100
12  100  100  9  100  100  100  100  8  5  100  9  100  6  100  6
13  5  100  100  100  100  7  100  100  100  7  100  6  100  5  100
14  100  100  100  100  100  100  100  2  100  5  100  100  5  100  6
15  9  2  100  6  100  7  100  100  100  100  100  6  100  6  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  1  0  0  0  0  1  0  0
2  .  .  0  0  0  0  1  0  0  0  0  0  0  0  1
3  .  .  .  1  0  0  0  1  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  1  0
9  .  .  .  .  .  .  .  .  .  1  0  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  1  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  1  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  1
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  1  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  1  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  2  15
2  3  4
3  8  14
4  9  10
5  6  9
6  7  8
7  1  13
8  2  7
9  3  8
10  5  6
11  9  12
12  10  14
13  13  14
14  1  8
;
