param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  3  4  9  2  9  2  2  6  10  6  2  3  2  7
2  3  100  5  8  7  5  5  8  2  10  6  8  4  10  3
3  4  5  100  10  6  8  4  5  2  4  7  9  5  6  3
4  9  8  10  100  9  10  4  4  2  5  8  2  5  2  9
5  2  7  6  9  100  5  8  7  9  2  10  9  8  10  2
6  9  5  8  10  5  100  2  8  2  3  3  5  7  8  10
7  2  5  4  4  8  2  100  4  5  6  8  9  7  7  7
8  2  8  5  4  7  8  4  100  6  7  6  6  2  9  9
9  6  2  2  2  9  2  5  6  100  3  9  9  10  4  10
10  10  10  4  5  2  3  6  7  3  100  10  9  10  9  3
11  6  6  7  8  10  3  8  6  9  10  100  6  10  8  10
12  2  8  9  2  9  5  9  6  9  9  6  100  9  4  8
13  3  4  5  5  8  7  7  2  10  10  10  9  100  6  9
14  2  10  6  2  10  8  7  9  4  9  8  4  6  100  2
15  7  3  3  9  2  10  7  9  10  3  10  8  9  2  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  2  100  3  100  100  10  5  100  100  5  3  100  100  8
2  2  100  5  8  100  100  100  100  100  100  100  100  100  100  100
3  100  5  100  4  100  100  100  100  100  100  100  100  5  100  100
4  3  8  4  100  4  100  100  9  100  100  100  100  100  100  100
5  100  100  100  4  100  7  6  100  100  100  6  100  100  100  2
6  100  100  100  100  7  100  4  100  100  100  100  100  100  100  100
7  10  100  100  100  6  4  100  8  100  100  5  100  6  100  100
8  5  100  100  9  100  100  8  100  4  100  100  100  4  100  100
9  100  100  100  100  100  100  100  4  100  3  100  2  100  100  100
10  100  100  100  100  100  100  100  100  3  100  6  100  100  100  100
11  5  100  100  100  6  100  5  100  100  6  100  4  100  2  100
12  3  100  100  100  100  100  100  100  2  100  4  100  7  5  100
13  100  100  5  100  100  100  6  4  100  100  100  7  100  4  100
14  100  100  100  100  100  100  100  100  100  100  2  5  4  100  8
15  8  100  100  100  2  100  100  100  100  100  100  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  1  0  0  0  0  0  0  0  1  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  1  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  1  0  0
9  .  .  .  .  .  .  .  .  .  1  0  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  1  0  0  0  0  0  0  0  1  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  1
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  1  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  5  15
3  9  12
4  11  14
5  1  4
6  1  12
7  9  10
8  3  4
9  4  5
10  6  7
11  8  9
12  8  13
13  11  12
14  7  11
;
