param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  10  9  8  7  9  2  8  5  10  5  4  2  8  5
2  10  100  10  6  8  10  10  4  5  4  8  10  3  5  10
3  9  10  100  2  6  6  9  7  10  6  9  8  9  5  6
4  8  6  2  100  8  3  6  6  4  6  9  2  2  6  9
5  7  8  6  8  100  8  5  7  9  5  7  2  7  8  7
6  9  10  6  3  8  100  3  3  4  10  9  2  7  9  10
7  2  10  9  6  5  3  100  3  7  5  7  6  8  9  7
8  8  4  7  6  7  3  3  100  10  4  5  6  3  9  10
9  5  5  10  4  9  4  7  10  100  6  2  10  8  9  10
10  10  4  6  6  5  10  5  4  6  100  5  5  10  2  7
11  5  8  9  9  7  9  7  5  2  5  100  4  9  10  5
12  4  10  8  2  2  2  6  6  10  5  4  100  9  6  5
13  2  3  9  2  7  7  8  3  8  10  9  9  100  6  7
14  8  5  5  6  8  9  9  9  9  2  10  6  6  100  4
15  5  10  6  9  7  10  7  10  10  7  5  5  7  4  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  6  100  6  100  100  100  100  100  100  100  4  100  7  2
2  6  100  3  100  8  100  6  100  100  100  100  9  100  100  100
3  100  3  100  3  100  100  8  2  100  100  100  100  100  100  6
4  6  100  3  100  3  7  100  100  100  100  100  100  100  100  100
5  100  8  100  3  100  2  100  4  100  100  100  100  100  100  100
6  100  100  100  7  2  100  5  100  100  10  100  100  100  100  100
7  100  6  8  100  100  5  100  3  100  100  10  100  100  100  10
8  100  100  2  100  4  100  3  100  10  100  100  100  100  100  100
9  100  100  100  100  100  100  100  10  100  9  100  100  100  100  100
10  100  100  100  100  100  10  100  100  9  100  2  100  100  100  100
11  100  100  100  100  100  100  10  100  100  2  100  10  100  8  100
12  4  9  100  100  100  100  100  100  100  100  10  100  3  3  100
13  100  100  100  100  100  100  100  100  100  100  100  3  100  7  100
14  7  100  100  100  100  100  100  100  100  100  8  3  7  100  7
15  2  100  6  100  100  100  10  100  100  100  100  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  0  0  0  0  1  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  1  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  1  1  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  1  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  15
2  3  8
3  5  6
4  10  11
5  2  3
6  3  4
7  4  5
8  7  8
9  12  13
10  12  14
11  1  12
12  1  2
13  11  14
14  9  10
;
