param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  2  5  4  7  2  2  2  5  8  4  4  8  8  7
2  2  100  6  10  10  2  10  8  3  2  4  5  2  9  8
3  5  6  100  2  3  4  2  3  10  5  7  9  10  8  3
4  4  10  2  100  3  3  6  2  4  2  7  3  10  7  8
5  7  10  3  3  100  8  2  5  8  5  3  9  2  10  6
6  2  2  4  3  8  100  4  5  4  10  10  6  8  7  2
7  2  10  2  6  2  4  100  4  6  8  2  3  6  8  8
8  2  8  3  2  5  5  4  100  5  8  7  5  8  10  5
9  5  3  10  4  8  4  6  5  100  4  9  9  9  5  10
10  8  2  5  2  5  10  8  8  4  100  8  7  7  5  7
11  4  4  7  7  3  10  2  7  9  8  100  10  6  3  3
12  4  5  9  3  9  6  3  5  9  7  10  100  4  2  5
13  8  2  10  10  2  8  6  8  9  7  6  4  100  7  4
14  8  9  8  7  10  7  8  10  5  5  3  2  7  100  6
15  7  8  3  8  6  2  8  5  10  7  3  5  4  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  9  9  8  100  100  4  100  100  100  5  100  2  100  9
2  9  100  10  100  100  100  100  100  10  8  100  100  100  100  100
3  9  10  100  2  100  100  100  5  5  100  100  100  100  100  100
4  8  100  2  100  3  9  100  7  100  100  100  100  100  100  100
5  100  100  100  3  100  5  100  100  7  100  100  100  100  100  100
6  100  100  100  9  5  100  10  100  8  3  100  100  100  100  5
7  4  100  100  100  100  10  100  5  100  100  100  100  100  100  100
8  100  100  5  7  100  100  5  100  8  100  100  100  5  100  6
9  100  10  5  100  7  8  100  8  100  7  100  100  100  100  100
10  100  8  100  100  100  3  100  100  7  100  3  100  100  100  100
11  5  100  100  100  100  100  100  100  100  3  100  9  100  100  100
12  100  100  100  100  100  100  100  100  100  100  9  100  9  100  5
13  2  100  100  100  100  100  100  5  100  100  100  9  100  7  2
14  100  100  100  100  100  100  100  100  100  100  100  100  7  100  2
15  9  100  100  100  100  5  100  6  100  100  100  5  2  2  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  1  0  0  0  1  0  1  0  0
2  .  .  0  0  0  0  0  0  0  1  0  0  0  0  0
3  .  .  .  1  0  0  0  1  1  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  1  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  1
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  1  0  0
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  1  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  1  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  13
2  3  4
3  13  15
4  14  15
5  4  5
6  6  10
7  10  11
8  1  7
9  1  11
10  3  8
11  3  9
12  5  6
13  12  15
14  2  10
;
