param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  10  4  9  6  4  4  10  3  5  10  10  4  8  4
2  10  100  5  4  3  10  10  7  3  7  6  5  3  8  5
3  4  5  100  2  3  5  10  8  9  8  8  6  9  5  9
4  9  4  2  100  8  7  5  10  8  2  7  2  2  3  9
5  6  3  3  8  100  7  3  7  8  4  8  10  2  7  10
6  4  10  5  7  7  100  10  7  2  4  6  2  7  2  9
7  4  10  10  5  3  10  100  7  5  2  5  2  4  10  4
8  10  7  8  10  7  7  7  100  6  6  2  8  9  6  9
9  3  3  9  8  8  2  5  6  100  5  8  7  6  10  6
10  5  7  8  2  4  4  2  6  5  100  3  7  9  5  8
11  10  6  8  7  8  6  5  2  8  3  100  5  8  2  8
12  10  5  6  2  10  2  2  8  7  7  5  100  6  10  7
13  4  3  9  2  2  7  4  9  6  9  8  6  100  10  9
14  8  8  5  3  7  2  10  6  10  5  2  10  10  100  10
15  4  5  9  9  10  9  4  9  6  8  8  7  9  10  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  3  100  100  100  100  100  100  100  100  100  5  100  9  7
2  3  100  10  100  100  100  100  100  100  100  100  4  100  3  100
3  100  10  100  6  100  9  100  100  100  7  100  100  100  100  100
4  100  100  6  100  4  3  100  100  100  100  100  100  100  2  100
5  100  100  100  4  100  5  100  9  100  100  100  100  100  100  100
6  100  100  9  3  5  100  9  100  100  100  100  100  100  100  100
7  100  100  100  100  100  9  100  10  100  100  100  100  100  100  100
8  100  100  100  100  9  100  10  100  5  100  7  100  100  100  100
9  100  100  100  100  100  100  100  5  100  5  100  100  5  100  100
10  100  100  7  100  100  100  100  100  5  100  4  100  100  100  100
11  100  100  100  100  100  100  100  7  100  4  100  10  5  10  100
12  5  4  100  100  100  100  100  100  100  100  10  100  10  100  100
13  100  100  100  100  100  100  100  100  5  100  5  10  100  10  100
14  9  3  100  2  100  100  100  100  100  100  10  100  10  100  5
15  7  100  100  100  100  100  100  100  100  100  100  100  100  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  1  0  1  0
3  .  .  .  1  0  0  0  0  0  1  0  0  0  0  0
4  .  .  .  .  1  1  0  0  0  0  0  0  0  1  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  1  0  0  1  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  0  0  0  0  0  0  0  0  0  1  0  1  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  1  0  0  0  0  0  0  0  1  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  4  14
2  1  2
3  2  14
4  4  6
5  2  12
6  4  5
7  10  11
8  8  9
9  9  10
10  9  13
11  14  15
12  3  4
13  3  10
14  6  7
;
