param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  4  7  2  7  4  3  7  7  3  9  10  5  6  7
2  4  100  10  10  2  10  3  9  3  6  10  3  4  8  9
3  7  10  100  10  7  3  8  9  2  8  3  7  10  2  2
4  2  10  10  100  8  9  6  2  6  10  10  5  9  8  7
5  7  2  7  8  100  10  3  4  3  8  9  7  10  8  3
6  4  10  3  9  10  100  9  4  9  7  9  5  7  6  3
7  3  3  8  6  3  9  100  4  9  4  3  4  3  10  9
8  7  9  9  2  4  4  4  100  10  8  8  2  5  2  4
9  7  3  2  6  3  9  9  10  100  2  9  6  6  5  2
10  3  6  8  10  8  7  4  8  2  100  9  2  5  2  4
11  9  10  3  10  9  9  3  8  9  9  100  2  7  9  9
12  10  3  7  5  7  5  4  2  6  2  2  100  10  9  4
13  5  4  10  9  10  7  3  5  6  5  7  10  100  3  5
14  6  8  2  8  8  6  10  2  5  2  9  9  3  100  9
15  7  9  2  7  3  3  9  4  2  4  9  4  5  9  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  5  100  4  100  100  100  5  6  100  100  100  100  10  2
2  5  100  10  100  100  3  100  100  100  100  3  100  100  100  100
3  100  10  100  8  100  6  9  10  9  100  10  100  100  100  100
4  4  100  8  100  4  2  100  4  100  100  100  8  100  10  100
5  100  100  100  4  100  9  2  100  2  100  100  100  100  100  100
6  100  3  6  2  9  100  6  100  100  5  100  100  100  100  100
7  100  100  9  100  2  6  100  5  100  100  100  100  9  100  100
8  5  100  10  4  100  100  5  100  3  100  100  100  100  100  9
9  6  100  9  100  2  100  100  3  100  6  100  100  100  100  100
10  100  100  100  100  100  5  100  100  6  100  8  100  6  3  7
11  100  3  10  100  100  100  100  100  100  8  100  4  100  100  100
12  100  100  100  8  100  100  100  100  100  100  4  100  9  100  100
13  100  100  100  100  100  100  9  100  100  6  100  9  100  7  100
14  10  100  100  10  100  100  100  100  100  3  100  100  7  100  8
15  2  100  100  100  100  100  100  9  100  7  100  100  100  8  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  1  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  1  0  0  0  0  1  0  0  0  0
3  .  .  .  0  0  1  0  0  0  0  0  0  0  0  0
4  .  .  .  .  1  1  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  1  0  1  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  1  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  1  1  0
11  .  .  .  .  .  .  .  .  .  .  .  1  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  0  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  1  0  0  0  0  1  0  0  0  0
3  .  .  .  0  0  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  1  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  1  0  1  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  1  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  15
2  4  6
3  5  7
4  5  9
5  2  6
6  2  11
7  8  9
8  10  14
9  1  4
10  4  5
11  11  12
12  6  10
13  3  6
14  10  13
;
