param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  9  5  9  8  3  8  4  8  2  5  6  3  3  9
2  9  100  5  10  9  3  3  4  6  6  9  10  9  9  3
3  5  5  100  2  4  6  5  9  7  4  7  2  2  7  8
4  9  10  2  100  4  4  4  7  5  3  10  6  9  10  7
5  8  9  4  4  100  7  3  10  7  3  6  6  7  9  7
6  3  3  6  4  7  100  7  6  7  2  8  3  6  9  9
7  8  3  5  4  3  7  100  6  6  2  2  10  6  4  8
8  4  4  9  7  10  6  6  100  5  8  9  7  9  7  8
9  8  6  7  5  7  7  6  5  100  9  2  9  2  2  8
10  2  6  4  3  3  2  2  8  9  100  3  7  9  9  3
11  5  9  7  10  6  8  2  9  2  3  100  5  10  4  10
12  6  10  2  6  6  3  10  7  9  7  5  100  4  3  5
13  3  9  2  9  7  6  6  9  2  9  10  4  100  3  2
14  3  9  7  10  9  9  4  7  2  9  4  3  3  100  6
15  9  3  8  7  7  9  8  8  8  3  10  5  2  6  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  2  100  100  100  100  100  100  100  100  100  100  100  100  2
2  2  100  6  100  100  100  100  100  100  100  100  100  100  100  100
3  100  6  100  9  2  100  100  6  5  8  100  5  100  100  100
4  100  100  9  100  4  100  100  100  100  2  100  100  100  100  100
5  100  100  2  4  100  6  6  100  100  100  100  100  100  100  10
6  100  100  100  100  6  100  7  100  100  100  8  100  8  100  100
7  100  100  100  100  6  7  100  4  100  100  100  100  100  100  100
8  100  100  6  100  100  100  4  100  10  100  100  100  100  10  100
9  100  100  5  100  100  100  100  10  100  10  100  6  100  100  100
10  100  100  8  2  100  100  100  100  10  100  3  100  3  100  10
11  100  100  100  100  100  8  100  100  100  3  100  8  100  100  100
12  100  100  5  100  100  100  100  100  6  100  8  100  9  100  100
13  100  100  100  100  100  8  100  100  100  3  100  9  100  2  100
14  100  100  100  100  100  100  100  10  100  100  100  100  2  100  7
15  2  100  100  100  10  100  100  100  100  10  100  100  100  7  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  1  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  1  0  0  1  1  0  0  1  0  0  0
4  .  .  .  .  1  0  0  0  0  1  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  1  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  1
2  .  .  0  0  0  0  0  0  0  0  0  0  0  0  0
3  .  .  .  0  1  0  0  0  0  0  0  0  0  0  0
4  .  .  .  .  0  0  0  0  0  1  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  1  0  1  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  0  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  1  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  1  15
3  3  5
4  4  10
5  13  14
6  10  11
7  10  13
8  4  5
9  7  8
10  3  9
11  3  12
12  2  3
13  3  8
14  5  6
;
