param fuelCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  2  8  4  8  4  3  10  4  2  9  8  5  7  8
2  2  100  10  5  6  10  2  8  2  8  3  9  9  10  10
3  8  10  100  4  6  9  4  3  4  9  4  2  5  4  3
4  4  5  4  100  9  3  6  3  7  8  8  8  7  4  8
5  8  6  6  9  100  10  4  6  5  4  6  3  3  4  2
6  4  10  9  3  10  100  3  3  9  10  10  6  8  10  2
7  3  2  4  6  4  3  100  3  7  10  6  6  3  8  9
8  10  8  3  3  6  3  3  100  5  7  5  2  2  2  3
9  4  2  4  7  5  9  7  5  100  7  9  8  4  4  5
10  2  8  9  8  4  10  10  7  7  100  9  6  6  5  6
11  9  3  4  8  6  10  6  5  9  9  100  10  7  6  7
12  8  9  2  8  3  6  6  2  8  6  10  100  7  3  7
13  5  9  5  7  3  8  3  2  4  6  7  7  100  2  7
14  7  10  4  4  4  10  8  2  4  5  6  3  2  100  7
15  8  10  3  8  2  2  9  3  5  6  7  7  7  7  100
;
param timeCost:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  100  2  100  100  100  100  100  8  6  100  100  100  100  100  6
2  2  100  2  100  9  100  100  100  100  3  100  100  100  4  100
3  100  2  100  10  100  10  100  3  100  100  2  100  100  100  100
4  100  100  10  100  2  10  100  100  3  100  100  100  100  10  100
5  100  9  100  2  100  5  100  6  100  3  10  100  100  100  100
6  100  100  10  10  5  100  7  100  100  100  100  100  100  100  100
7  100  100  100  100  100  7  100  8  100  100  100  8  100  100  100
8  8  100  3  100  6  100  8  100  6  8  100  100  100  3  100
9  6  100  100  3  100  100  100  6  100  4  100  100  100  100  100
10  100  3  100  100  3  100  100  8  4  100  6  100  10  100  100
11  100  100  2  100  10  100  100  100  100  6  100  10  100  2  6
12  100  100  100  100  100  100  8  100  100  100  10  100  10  100  100
13  100  100  100  100  100  100  100  100  100  10  100  10  100  8  6
14  100  4  100  10  100  100  100  3  100  100  2  100  8  100  5
15  6  100  100  100  100  100  100  100  100  100  6  100  6  5  100
;
param mst:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  1  0  0  0  0  0
3  .  .  .  0  0  0  0  1  0  0  1  0  0  0  0
4  .  .  .  .  1  0  0  0  1  0  0  0  0  0  0
5  .  .  .  .  .  1  0  0  0  1  0  0  0  0  0
6  .  .  .  .  .  .  1  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  1  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  1
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  1
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstHalf:  1  2  3  4  5  6  7  8  9  10  11  12  13  14  15 :=
1  .  1  0  0  0  0  0  0  0  0  0  0  0  0  0
2  .  .  1  0  0  0  0  0  0  1  0  0  0  0  0
3  .  .  .  0  0  0  0  1  0  0  1  0  0  0  0
4  .  .  .  .  1  0  0  0  0  0  0  0  0  0  0
5  .  .  .  .  .  0  0  0  0  0  0  0  0  0  0
6  .  .  .  .  .  .  0  0  0  0  0  0  0  0  0
7  .  .  .  .  .  .  .  0  0  0  0  0  0  0  0
8  .  .  .  .  .  .  .  .  0  0  0  0  0  0  0
9  .  .  .  .  .  .  .  .  .  0  0  0  0  0  0
10  .  .  .  .  .  .  .  .  .  .  0  0  0  0  0
11  .  .  .  .  .  .  .  .  .  .  .  0  0  1  0
12  .  .  .  .  .  .  .  .  .  .  .  .  0  0  0
13  .  .  .  .  .  .  .  .  .  .  .  .  .  0  0
14  .  .  .  .  .  .  .  .  .  .  .  .  .  .  0
15  .  .  .  .  .  .  .  .  .  .  .  .  .  .  .
;
param mstEdges:  1  2 :=
1  1  2
2  2  3
3  3  11
4  4  5
5  11  14
6  2  10
7  3  8
8  4  9
9  5  10
10  5  6
11  14  15
12  13  15
13  6  7
14  7  12
;
